**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
2/6/2023 1:30:00 PM	0.604	210	8.478	210	29.716	210	81.6	7.88	210	0.44	210	0.34	210	7.78	210	0.433	210			1023.06167	210	48.7	210	214.50	210	77.2	210	175.68	210	11.19	210		999	7.624	300		999	8.549	210	8.866	330	13.8	12.4		-0.935826	-0.888818		
2/6/2023 1:45:00 PM	0.619	210	8.484	210	29.718	210	81.8	7.89	210	0.49	210	0.33	210	7.78	210	0.421	210			1023.06247	210	48.5	210	205.94	210	77.5	210	180.13	210	9.75	210		999	7.625	300		999	8.552	210	8.866	330	13.8	12.4		-0.935791	-0.888798		
2/6/2023 2:00:00 PM	0.575	210	8.465	210	29.709	210	82.0	7.92	210	0.48	210	0.33	210	7.78	210	0.431	210			1023.05813	210	48.7	210	182.29	210	77.2	210	180.61	210	9.77	210		999	7.625	300		999	8.541	210	8.867	330	13.8	12.5		-0.935764	-0.888777		
2/6/2023 2:15:00 PM	0.588	210	8.452	210	29.703	210	82.1	7.94	210	0.56	210	0.33	210	7.78	210	0.425	210			1023.05532	210	48.5	210	143.99	210	77.7	210	186.39	210	9.13	210		999	7.627	300		999	8.529	210	8.868	330	13.8	12.4		-0.935683	-0.888695		
2/6/2023 2:30:00 PM	0.597	210	8.448	210	29.700	210	82.3	7.95	210	0.54	210	0.33	210	7.78	210	0.423	210			1023.05394	210	48.9	210	115.63	210	77.5	210	169.98	210	7.18	210		999	7.627	300		999	8.523	210	8.868	330	13.8	12.5		-0.935684	-0.888708		
2/6/2023 2:45:00 PM	0.619	210	8.448	210	29.702	210	82.0	7.93	210	0.54	210	0.34	210	7.78	210	0.433	210			1023.05500	210	49.2	210	70.05	210	74.5	210	170.92	210	10.46	210		999	7.627	300		999	8.520	210	8.867	330	13.8	12.4		-0.935700	-0.888764		
2/6/2023 3:00:00 PM	0.587	210	8.450	210	29.703	210	82.1	7.93	210	0.52	210	0.34	210	7.78	210	0.441	210			1023.05578	210	49.4	210	85.76	210	74.5	210	177.27	210	10.06	210		999	7.626	300		999	8.520	210	8.867	330	13.8	12.4		-0.935748	-0.888748		
2/6/2023 3:15:00 PM	0.577	210	8.451	210	29.704	210	82.1	7.93	210	0.55	210	0.33	210	7.78	210	0.417	210			1023.05651	210	49.2	210	139.46	210	75.7	210	175.28	210	8.73	210		999	7.626	300		999	8.523	210	8.867	330	13.8	12.4		-0.935750	-0.888772		
2/6/2023 3:30:00 PM	0.544	210	8.451	210	29.704	210	82.2	7.94	210	0.54	210	0.34	210	7.78	210	0.426	210			1023.05620	210	49.1	210	107.06	210	76.3	210	177.64	210	9.72	210		999	7.626	300		999	8.522	210	8.868	330	13.8	12.4		-0.935715	-0.888707		
2/6/2023 3:45:00 PM	0.588	210	8.449	210	29.703	210	82.2	7.95	210	0.55	210	0.34	210	7.78	210	0.435	210			1023.05565	210	48.7	210	131.71	210	77.7	210	168.35	210	9.68	210		999	7.627	300		999	8.520	210	8.869	330	13.8	12.4		-0.935658	-0.888661		
2/6/2023 4:00:00 PM	0.569	210	8.450	210	29.704	210	82.1	7.94	210	0.52	210	0.34	210	7.78	210	0.418	210			1023.05631	210	48.5	210	166.06	210	79.5	210	169.89	210	8.08	210		999	7.627	300		999	8.520	210	8.869	330	13.8	12.4		-0.935666	-0.888670		
2/6/2023 4:15:00 PM	0.550	210	8.450	210	29.704	210	82.1	7.93	210	0.56	210	0.33	210	7.78	210	0.437	210			1023.05622	210	48.5	210	78.18	210	79.7	210	163.12	210	8.83	210		999	7.626	300		999	8.520	210	8.868	330	13.8	12.4		-0.935726	-0.888722		
2/6/2023 4:30:00 PM	0.572	210	8.450	210	29.704	210	82.1	7.93	210	0.52	210	0.34	210	7.78	210	0.428	210			1023.05685	210	48.7	210	28.80	210	77.4	210	169.40	210	8.72	210		999	7.625	300		999	8.520	210	8.866	330	13.8	12.4		-0.935783	-0.888803		
2/6/2023 4:45:00 PM	0.597	210	8.448	210	29.705	210	82.3	7.95	210	0.56	210	0.33	210	7.78	210	0.435	210			1023.05727	210	48.9	210	19.24	210	77.2	210	175.55	210	8.33	210		999	7.627	300		999	8.518	210	8.868	330	13.8	12.3		-0.935702	-0.888700		
2/6/2023 5:00:00 PM	0.578	210	8.449	210	29.705	210	82.1	7.93	210	0.52	210	0.35	210	7.78	210	0.427	210			1023.05735	210	48.9	210	16.72	210	76.5	210	177.66	210	7.83	210		999	7.626	300		999	8.520	210	8.867	330	13.8	12.3		-0.935760	-0.888755		
2/6/2023 5:15:00 PM	0.589	210	8.450	210	29.706	210	82.0	7.92	210	0.53	210	0.34	210	7.78	210	0.437	210			1023.05769	210	48.9	210	5.91	210	76.2	210	170.48	210	7.77	210		999	7.626	300		999	8.519	210	8.867	330	13.8	12.3		-0.935756	-0.888758		
2/6/2023 5:30:00 PM	0.635	210	8.444	210	29.705	210	82.2	7.95	210	0.52	210	0.35	210	7.78	210	0.426	210			1023.05832	210	48.9	210	1.30	210	75.1	210	177.64	210	8.01	210		999	7.625	300		999	8.517	210	8.866	330	13.8	12.3		-0.935766	-0.888824		
2/6/2023 5:45:00 PM	0.549	210	8.444	210	29.705	210	82.3	7.96	210	0.55	210	0.33	210	7.78	210	0.427	210			1023.05839	210	48.9	210	0.20	330	75.3	210	170.51	210	9.73	210		999	7.628	300		999	8.515	210	8.869	330	13.8	12.3		-0.935635	-0.888672		
2/6/2023 6:00:00 PM	0.575	210	8.446	210	29.705	210	82.3	7.95	210	0.50	210	0.34	210	7.78	210	0.432	210			1023.05807	210	49.1	210	0.17	330	74.6	210	171.12	210	9.38	210		999	7.627	300		999	8.515	210	8.869	330	13.8	12.3		-0.935703	-0.888697		
2/6/2023 6:15:00 PM	0.621	210	8.447	210	29.706	210	82.5	7.98	210	0.54	210	0.33	210	7.79	210	0.427	210			1023.05834	210	48.9	210	0.17	330	73.5	210	177.44	210	8.68	210		999	7.627	300		999	8.517	210	8.869	330	13.8	12.3		-0.935657	-0.888669		
2/6/2023 6:30:00 PM	0.589	210	8.447	210	29.705	210	82.6	7.98	210	0.51	210	0.34	210	7.79	210	0.437	210			1023.05760	210	48.9	210	0.17	330	72.4	210	174.47	210	8.78	210		999	7.628	300		999	8.516	210	8.870	330	13.8	12.3		-0.935608	-0.888586		
2/6/2023 6:45:00 PM	0.557	210	8.447	210	29.705	210	82.5	7.97	210	0.55	210	0.33	210	7.79	210	0.431	210			1023.05818	210	48.7	210	0.17	330	74.1	210	174.67	210	8.40	210		999	7.628	300		999	8.517	210	8.870	330	13.8	12.3		-0.935646	-0.888628		
2/6/2023 7:00:00 PM	0.585	210	8.440	210	29.705	210	82.7	7.99	210	0.51	210	0.33	210	7.79	210	0.426	210			1023.05843	210	48.7	210	0.17	330	72.5	210	174.48	210	8.97	210		999	7.628	300		999	8.514	210	8.870	330	13.8	12.3		-0.935630	-0.888638		
2/6/2023 7:15:00 PM	0.556	210	8.444	210	29.705	210	82.4	7.96	210	0.53	210	0.32	210	7.79	210	0.427	210			1023.05834	210	48.5	210	0.17	330	73.7	210	172.49	210	8.25	210		999	7.627	300		999	8.517	210	8.869	330	13.8	12.3		-0.935688	-0.888698		
2/6/2023 7:30:00 PM	0.593	210	8.450	210	29.707	210	82.3	7.95	210	0.50	210	0.32	210	7.78	210	0.445	210			1023.05925	210	48.5	210	0.17	330	73.9	210	169.05	210	7.58	210		999	7.627	300		999	8.517	210	8.868	330	13.8	12.2		-0.935689	-0.888708		
2/6/2023 7:45:00 PM	0.555	210	8.468	210	29.716	210	82.2	7.94	210	0.51	210	0.32	210	7.78	210	0.420	210			1023.06362	210	48.5	210	0.17	330	74.1	210	164.28	210	7.19	210		999	7.626	300		999	8.529	210	8.868	330	13.8	12.3		-0.935718	-0.888707		
2/6/2023 8:00:00 PM	0.579	210	8.468	210	29.718	210	82.1	7.93	210	0.49	210	0.34	210	7.78	210	0.426	210			1023.06501	210	48.3	210	0.17	330	74.3	210	164.66	210	6.77	210		999	7.626	300		999	8.532	210	8.868	330	13.8	12.3		-0.935755	-0.888736		
2/6/2023 8:15:00 PM	0.550	210	8.463	210	29.718	210	82.2	7.94	210	0.52	210	0.33	210	7.78	210	0.427	210			1023.06555	210	48.3	210	0.17	330	74.5	210	167.94	210	5.98	210		999	7.626	300		999	8.532	210	8.868	330	13.8	12.2		-0.935758	-0.888725		
2/6/2023 8:30:00 PM	0.542	210	8.464	210	29.718	210	82.2	7.94	210	0.49	210	0.33	210	7.78	210	0.435	210			1023.06546	210	48.5	210	0.17	330	73.9	210	166.25	210	5.97	210		999	7.625	300		999	8.535	210	8.868	330	13.8	12.2		-0.935778	-0.888730		
2/6/2023 8:45:00 PM	0.598	210	8.468	210	29.719	210	82.1	7.93	210	0.53	210	0.33	210	7.78	210	0.422	210			1023.06558	210	48.5	210	0.17	330	73.9	210	172.13	210	6.52	210		999	7.625	300		999	8.536	210	8.866	330	13.8	12.2		-0.935803	-0.888808		
2/6/2023 9:00:00 PM	0.583	210	8.460	210	29.715	210	83.2	8.03	210	0.56	210	0.35	210	7.79	210	0.430	210			1023.06404	210	48.5	210	0.17	330	73.8	210	171.96	210	7.57	210		999	7.629	300		999	8.530	210	8.871	330	13.8	12.2		-0.935561	-0.888574		
2/6/2023 9:15:00 PM	0.570	210	8.459	210	29.715	210	83.4	8.05	210	0.58	210	0.33	210	7.79	210	0.420	210			1023.06402	210	48.5	210	0.17	330	76.0	210	162.47	210	6.58	210		999	7.631	300		999	8.532	210	8.874	330	13.8	12.3		-0.935432	-0.888414		
2/6/2023 9:30:00 PM	0.538	210	8.460	210	29.719	210	83.0	8.01	210	0.53	210	0.33	210	7.79	210	0.437	210			1023.06649	210	48.3	210	0.17	330	76.7	210	159.01	210	6.70	210		999	7.631	300		999	8.529	210	8.873	330	13.8	12.2		-0.935456	-0.888453		
2/6/2023 9:45:00 PM	0.572	210	8.450	210	29.707	210	83.4	8.06	210	0.60	210	0.32	210	7.79	210	0.419	210			1023.05873	210	48.3	210	0.17	330	73.5	210	153.74	210	4.70	210		999	7.633	300		999	8.523	210	8.875	330	13.8	12.2		-0.935322	-0.888315		
2/6/2023 10:00:00 PM	0.573	210	8.455	210	29.713	210	83.4	8.06	210	0.55	210	0.33	210	7.79	210	0.417	210			1023.06274	210	48.7	210	0.17	330	71.4	210	143.58	210	4.57	210		999	7.633	300		999	8.526	210	8.876	330	13.8	12.3		-0.935331	-0.888288		
2/6/2023 10:15:00 PM	0.554	210	8.448	210	29.709	210	83.7	8.09	210	0.60	210	0.32	210	7.79	210	0.425	210			1023.06082	210	49.1	210	0.17	330	70.2	210	143.34	210	6.27	210		999	7.632	300		999	8.526	210	8.875	330	13.8	12.2		-0.935376	-0.888356		
2/6/2023 10:30:00 PM	0.571	210	8.455	210	29.712	210	83.5	8.07	210	0.57	210	0.32	210	7.79	210	0.426	210			1023.06256	210	49.2	210	0.17	330	68.9	210	139.63	210	7.53	210		999	7.634	300		999	8.523	210	8.876	330	13.8	12.2		-0.935284	-0.888250		
2/6/2023 10:45:00 PM	0.566	210	8.453	210	29.714	210	83.5	8.07	210	0.61	210	0.32	210	7.79	210	0.433	210			1023.06389	210	49.2	210	0.17	330	69.4	210	155.09	210	5.78	210		999	7.634	300		999	8.522	210	8.875	330	13.8	12.3		-0.935311	-0.888306		
2/6/2023 11:00:00 PM	0.557	210	8.451	210	29.712	210	83.6	8.08	210	0.58	210	0.31	210	7.79	210	0.435	210			1023.06270	210	49.1	210	0.17	330	71.1	210	159.62	210	6.61	210		999	7.633	300		999	8.523	210	8.875	330	13.8	12.2		-0.935370	-0.888315		
2/6/2023 11:15:00 PM	0.580	210	8.450	210	29.715	210	83.5	8.07	210	0.62	210	0.31	210	7.79	210	0.424	210			1023.06483	210	49.1	210	0.17	330	71.0	210	157.10	210	6.74	210		999	7.633	300		999	8.523	210	8.876	330	13.8	12.2		-0.935346	-0.888285		
2/6/2023 11:30:00 PM	0.548	210	8.451	210	29.715	210	83.5	8.06	210	0.59	210	0.30	210	7.79	210	0.428	210			1023.06486	210	49.1	210	0.17	330	71.8	210	160.50	210	6.49	210		999	7.634	300		999	8.520	210	8.876	330	13.8	12.2		-0.935314	-0.888281		
2/6/2023 11:45:00 PM	0.569	210	8.454	210	29.716	210	83.3	8.05	210	0.61	210	0.30	210	7.79	210	0.429	210			1023.06523	210	48.9	210	0.17	330	73.0	210	159.27	210	5.58	210		999	7.632	300		999	8.520	210	8.876	330	13.8	12.2		-0.935376	-0.888296		
2/7/2023 12:00:00 AM	0.530	210	8.447	210	29.714	210	83.5	8.06	210	0.60	210	0.30	210	7.79	210	0.425	210			1023.06471	210	48.7	210	0.17	330	72.4	210	156.86	210	6.06	210		999	7.633	300		999	8.519	210	8.876	330	13.8	12.2		-0.935352	-0.888307		
2/7/2023 12:15:00 AM	0.566	210	8.445	210	29.713	210	83.5	8.07	210	0.63	210	0.29	210	7.79	210	0.438	210			1023.06422	210	48.7	210	0.17	330	71.6	210	151.59	210	4.21	210		999	7.633	300		999	8.517	210	8.876	330	13.8	12.2		-0.935345	-0.888304		
2/7/2023 12:30:00 AM	0.549	210	8.449	210	29.715	210	83.3	8.05	210	0.59	210	0.31	210	7.79	210	0.425	210			1023.06551	210	48.7	210	0.17	330	72.6	210	165.26	210	5.64	210		999	7.632	300		999	8.517	210	8.875	330	13.8	12.3		-0.935417	-0.888369		
2/7/2023 12:45:00 AM	0.568	210	8.442	210	29.716	210	83.5	8.07	210	0.60	210	0.30	210	7.79	210	0.421	210			1023.06691	210	48.5	210	0.17	330	76.8	210	175.20	210	5.61	210		999	7.633	300		999	8.512	210	8.877	330	13.8	12.2		-0.935328	-0.888259		
2/7/2023 1:00:00 AM	0.548	210	8.452	210	29.720	210	83.0	8.02	210	0.52	210	0.31	210	7.79	210	0.423	210			1023.06937	210	48.3	210	0.17	330	77.1	210	178.34	210	7.49	210		999	7.631	300		999	8.520	210	8.873	330	13.8	12.2		-0.935469	-0.888447		
2/7/2023 1:15:00 AM	0.563	210	8.476	210	29.709	210	81.3	7.85	210	0.46	210	0.37	210	7.78	210	0.419	210			1023.05709	210	48.2	210	0.17	330	77.9	210	173.57	210	6.46	210		999	7.622	300		999	8.541	210	8.864	330	13.8	12.2		-0.935947	-0.888935		
2/7/2023 1:30:00 AM	0.536	210	8.481	210	29.711	210	80.9	7.81	210	0.43	210	0.38	210	7.78	210	0.426	210			1023.05769	210	48.0	210	0.17	330	79.5	210	167.86	210	6.17	210		999	7.620	300		999	8.546	210	8.862	330	13.8	12.2		-0.936067	-0.889038		
2/7/2023 1:45:00 AM	0.588	210	8.486	210	29.714	210	80.8	7.81	210	0.45	210	0.39	210	7.78	210	0.430	210			1023.05922	210	47.6	210	0.17	330	80.7	210	175.20	210	6.28	210		999	7.618	300		999	8.549	210	8.859	330	13.8	12.2		-0.936204	-0.889179		
2/7/2023 2:00:00 AM	0.542	210	8.490	210	29.714	210	80.5	7.78	210	0.42	210	0.41	210	7.78	210	0.430	210			1023.05884	210	47.3	210	0.17	330	81.5	210	175.89	210	6.88	210		999	7.617	300		999	8.555	210	8.859	330	13.8	12.2		-0.936235	-0.889197		
2/7/2023 2:15:00 AM	0.533	210	8.490	210	29.712	210	80.6	7.78	210	0.46	210	0.40	210	7.78	210	0.435	210			1023.05748	210	47.4	210	0.17	330	79.9	210	163.19	210	6.04	210		999	7.617	300		999	8.553	210	8.858	330	13.8	12.2		-0.936232	-0.889232		
2/7/2023 2:30:00 AM	0.523	210	8.485	210	29.710	210	80.6	7.79	210	0.44	210	0.39	210	7.78	210	0.426	210			1023.05665	210	47.3	210	0.17	330	79.9	210	160.22	210	6.97	210		999	7.617	300		999	8.555	210	8.859	330	13.8	12.2		-0.936206	-0.889186		
2/7/2023 2:45:00 AM	0.541	210	8.479	210	29.703	210	80.9	7.81	210	0.47	210	0.38	210	7.78	210	0.423	210			1023.05178	210	47.3	210	0.17	330	79.8	210	157.39	210	6.84	210		999	7.620	300		999	8.551	210	8.862	330	13.8	12.2		-0.936080	-0.889042		
2/7/2023 3:00:00 AM	0.533	210	8.481	210	29.709	210	80.8	7.80	210	0.45	210	0.37	210	7.78	210	0.425	210			1023.05594	210	47.1	210	0.17	330	79.8	210	155.51	210	6.85	210		999	7.619	300		999	8.553	210	8.861	330	13.8	12.2		-0.936137	-0.889100		
2/7/2023 3:15:00 AM	0.525	210	8.485	210	29.712	210	80.7	7.79	210	0.46	210	0.38	210	7.78	210	0.428	210			1023.05804	210	47.3	210	0.17	330	79.5	210	156.03	210	7.17	210		999	7.618	300		999	8.555	210	8.860	330	13.8	12.3		-0.936167	-0.889156		
2/7/2023 3:30:00 AM	0.525	210	8.481	210	29.710	210	80.8	7.80	210	0.44	210	0.39	210	7.78	210	0.422	210			1023.05728	210	47.1	210	0.17	330	78.4	210	159.62	210	6.96	210		999	7.620	300		999	8.552	210	8.861	330	13.8	12.2		-0.936090	-0.889092		
2/7/2023 3:45:00 AM	0.535	210	8.485	210	29.715	210	80.8	7.80	210	0.47	210	0.39	210	7.78	210	0.439	210			1023.06038	210	47.3	210	0.17	330	79.4	210	157.11	210	7.03	210		999	7.620	300		999	8.550	210	8.861	330	13.8	12.2		-0.936080	-0.889109		
2/7/2023 4:00:00 AM	0.575	210	8.485	210	29.715	210	80.7	7.79	210	0.42	210	0.39	210	7.78	210	0.419	210			1023.06007	210	47.4	210	0.17	330	80.3	210	166.83	210	7.19	210		999	7.619	300		999	8.555	210	8.860	330	13.8	12.2		-0.936119	-0.889165		
2/7/2023 4:15:00 AM	0.553	210	8.479	210	29.712	210	81.0	7.82	210	0.46	210	0.39	210	7.78	210	0.425	210			1023.05900	210	47.4	210	0.17	330	80.4	210	172.75	210	8.46	210		999	7.620	300		999	8.552	210	8.861	330	13.8	12.2		-0.936077	-0.889066		
2/7/2023 4:30:00 AM	0.476	210	8.483	210	29.712	210	80.9	7.81	210	0.42	210	0.39	210	7.78	210	0.436	210			1023.05838	210	47.3	210	0.17	330	80.8	210	173.45	210	9.04	210		999	7.620	300		999	8.552	210	8.861	330	13.8	12.2		-0.936085	-0.889075		
2/7/2023 4:45:00 AM	0.464	210	8.481	210	29.713	210	80.9	7.81	210	0.45	210	0.39	210	7.78	210	0.427	210			1023.05966	210	47.4	210	0.17	330	81.0	210	171.13	210	8.88	210		999	7.620	300		999	8.552	210	8.861	330	13.8	12.2		-0.936085	-0.889113		
2/7/2023 5:00:00 AM	0.507	210	8.478	210	29.713	210	81.1	7.83	210	0.42	210	0.37	210	7.78	210	0.433	210			1023.05946	210	47.3	210	0.17	330	81.5	210	171.07	210	8.78	210		999	7.621	300		999	8.550	210	8.861	330	13.8	12.2		-0.936027	-0.889061		
2/7/2023 5:15:00 AM	0.500	210	8.478	210	29.716	210	81.1	7.83	210	0.44	210	0.39	210	7.78	210	0.443	210			1023.06163	210	47.3	210	0.17	330	80.1	210	167.83	210	8.19	210		999	7.620	300		999	8.550	210	8.862	330	13.8	12.2		-0.936052	-0.889043		
2/7/2023 5:30:00 AM	0.534	210	8.481	210	29.714	210	80.9	7.82	210	0.42	210	0.39	210	7.78	210	0.426	210			1023.05986	210	47.4	210	0.17	330	78.1	210	165.05	210	7.98	210		999	7.620	300		999	8.552	210	8.861	330	13.8	12.2		-0.936087	-0.889080		
2/7/2023 5:45:00 AM	0.511	210	8.481	210	29.711	210	80.8	7.80	210	0.46	210	0.37	210	7.78	210	0.426	210			1023.05798	210	47.3	210	0.17	330	77.8	210	154.40	210	6.32	210		999	7.620	300		999	8.550	210	8.861	330	13.8	12.2		-0.936077	-0.889101		
2/7/2023 6:00:00 AM	0.515	210	8.476	210	29.706	210	81.0	7.82	210	0.42	210	0.36	210	7.78	210	0.427	210			1023.05421	210	46.9	210	0.17	330	77.7	210	150.46	210	5.08	210		999	7.620	300		999	8.549	210	8.862	330	13.8	12.2		-0.936041	-0.889049		
2/7/2023 6:15:00 AM	0.541	210	8.471	210	29.705	210	81.2	7.84	210	0.46	210	0.38	210	7.78	210	0.434	210			1023.05466	210	46.9	210	0.17	330	77.9	210	150.92	210	7.19	210		999	7.620	300		999	8.546	210	8.862	330	13.8	12.2		-0.936081	-0.889042		
2/7/2023 6:30:00 AM	0.517	210	8.475	210	29.712	210	81.2	7.84	210	0.43	210	0.40	210	7.78	210	0.430	210			1023.05927	210	46.9	210	0.17	330	78.4	210	160.05	210	7.34	210		999	7.620	300		999	8.546	210	8.861	330	13.8	12.2		-0.936057	-0.889087		
2/7/2023 6:45:00 AM	0.517	210	8.471	210	29.707	210	81.3	7.85	210	0.45	210	0.37	210	7.78	210	0.424	210			1023.05566	210	46.9	210	0.17	330	80.1	210	162.97	210	6.44	210		999	7.621	300		999	8.544	210	8.862	330	13.8	12.2		-0.935989	-0.889015		
2/7/2023 7:00:00 AM	0.518	210	8.470	210	29.705	210	81.4	7.86	210	0.43	210	0.36	210	7.78	210	0.422	210			1023.05446	210	46.9	210	0.18	330	80.8	210	163.39	210	7.02	210		999	7.621	300		999	8.541	210	8.863	330	13.8	12.2		-0.935984	-0.888981		
2/7/2023 7:15:00 AM	0.518	210	8.472	210	29.707	210	81.4	7.86	210	0.48	210	0.37	210	7.78	210	0.439	210			1023.05551	210	46.9	210	0.85	330	81.0	210	162.75	210	7.05	210		999	7.623	300		999	8.542	210	8.865	330	13.8	12.2		-0.935895	-0.888869		
2/7/2023 7:30:00 AM	0.508	210	8.473	210	29.707	210	81.3	7.85	210	0.44	210	0.37	210	7.78	210	0.423	210			1023.05568	210	47.1	210	2.96	210	80.3	210	165.48	210	7.63	210		999	7.621	300		999	8.544	210	8.863	330	13.8	12.2		-0.935986	-0.888965		
2/7/2023 7:45:00 AM	0.497	210	8.464	210	29.700	210	81.7	7.89	210	0.48	210	0.36	210	7.78	210	0.422	210			1023.05176	210	47.1	210	7.19	210	80.1	210	168.90	210	7.08	210		999	7.623	300		999	8.540	210	8.865	330	13.8	12.2		-0.935898	-0.888880		
2/7/2023 8:00:00 AM	0.493	210	8.473	210	29.707	210	81.4	7.87	210	0.44	210	0.37	210	7.78	210	0.416	210			1023.05567	210	47.1	210	19.23	210	80.1	210	161.69	210	6.78	210		999	7.623	300		999	8.540	210	8.864	330	13.8	12.2		-0.935918	-0.888913		
2/7/2023 8:15:00 AM	0.518	210	8.475	210	29.710	210	81.4	7.87	210	0.46	210	0.38	210	7.78	210	0.431	210			1023.05776	210	47.1	210	30.15	210	79.9	210	161.34	210	6.33	210		999	7.622	300		999	8.543	210	8.864	330	13.8	12.2		-0.935967	-0.888947		
2/7/2023 8:30:00 AM	0.470	210	8.475	210	29.708	210	81.4	7.86	210	0.45	210	0.38	210	7.78	210	0.421	210			1023.05621	210	47.1	210	38.79	210	79.9	210	157.71	210	6.78	210		999	7.621	300		999	8.548	210	8.863	330	13.8	12.2		-0.936036	-0.888989		
2/7/2023 8:45:00 AM	0.512	210	8.478	210	29.714	210	81.2	7.84	210	0.47	210	0.37	210	7.78	210	0.431	210			1023.06033	210	47.1	210	61.31	210	80.2	210	157.68	210	7.14	210		999	7.621	300		999	8.548	210	8.863	330	13.8	12.2		-0.936036	-0.888986		
