**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
4/27/2023 5:30:00 AM	0.543	210	8.637	210	29.753	210	94.3	9.07	210	1.71	210	0.30	210	8.00	210	0.318	210			1023.06849	210	49.2	210	57.12	210	83.9	210	315.33	210	3.30	210		999	7.584	300		999	8.687	210	8.837	330	13.8	12.7		-0.938040	-0.890353		
4/27/2023 5:45:00 AM	0.532	210	8.648	210	29.752	210	94.2	9.06	210	1.68	210	0.32	210	8.00	210	0.320	210			1023.06558	210	49.2	210	99.68	210	83.9	210	325.84	210	3.68	210		999	7.589	300		999	8.710	210	8.842	330	13.8	12.7		-0.937746	-0.890057		
4/27/2023 6:00:00 AM	0.569	210	8.636	210	29.753	210	94.4	9.08	210	1.65	210	0.31	210	8.00	210	0.327	210			1023.06819	210	49.2	210	145.84	210	84.0	210	334.04	210	3.34	210		999	7.624	300		999	8.705	210	8.876	330	13.8	12.8		-0.935811	-0.888152		
4/27/2023 6:15:00 AM	0.544	210	8.645	210	29.753	210	94.3	9.07	210	1.60	210	0.29	210	8.00	210	0.320	210			1023.06664	210	49.4	210	234.37	210	83.4	210	325.16	210	3.39	210		999	7.629	300		999	8.713	210	8.881	330	13.8	12.9		-0.935528	-0.887862		
4/27/2023 6:30:00 AM	0.561	210	8.638	210	29.754	210	94.0	9.04	210	1.32	210	0.28	210	7.99	210	0.313	210			1023.06881	210	49.8	210	331.28	210	81.7	210	321.06	210	3.31	210		999	7.631	300		999	8.707	210	8.883	330	13.8	13.2		-0.935387	-0.887722		
4/27/2023 6:45:00 AM	0.537	210	8.685	210	29.751	210	94.4	9.07	210	1.09	210	0.26	210	8.00	210	0.323	210			1023.05965	210	50.0	210	471.25	210	80.7	210	322.17	210	3.17	210		999	7.615	300		999	8.725	210	8.867	330	13.8	13.3		-0.936309	-0.888646		
4/27/2023 7:00:00 AM	0.546	210	8.729	210	29.751	210	95.0	9.12	210	0.91	210	0.27	210	8.00	210	0.311	210			1023.05313	210	50.0	210	482.64	210	80.6	210	321.42	210	3.52	210		999	7.627	300		999	8.768	210	8.878	330	13.8	13.6		-0.935640	-0.887967		
4/27/2023 7:15:00 AM	0.544	210	8.759	210	29.748	210	95.4	9.15	210	0.76	210	0.28	210	8.00	210	0.309	210			1023.04619	210	49.8	210	614.83	210	82.0	210	323.72	210	4.14	210		999	7.608	300		999	8.797	210	8.860	330	13.8	13.8		-0.936657	-0.888968		
4/27/2023 7:30:00 AM	0.565	210	8.719	210	29.721	210	94.1	9.04	210	0.47	210	0.28	210	7.98	210	0.317	210			1023.03059	210	49.6	210	728.82	210	82.5	210	317.55	210	4.63	210		999	7.563	300		999	8.768	210	8.813	330	13.8	14.0		-0.939203	-0.891550		
4/27/2023 7:45:00 AM	0.555	210	8.727	210	29.718	210	92.2	8.85	210	0.54	210	0.28	210	7.98	210	0.327	210			1023.02735	210	49.6	210	357.56	210	83.2	210	317.93	210	4.43	210		999	7.535	300		999	8.780	210	8.785	330	13.8	14.4		-0.940779	-0.893129		
4/27/2023 8:00:00 AM	0.553	210	8.762	210	29.699	210	92.4	8.86	210	0.48	210	0.29	210	7.98	210	0.329	210			1023.00778	210	49.6	210	576.96	210	82.7	210	314.01	210	5.47	210		999	7.582	300		999	8.816	210	8.832	330	13.8	14.4		-0.938136	-0.890471		
4/27/2023 8:15:00 AM	0.558	210	8.782	210	29.688	210	92.7	8.89	210	0.53	210	0.29	210	7.98	210	0.334	210			1022.99600	210	49.8	210	480.58	210	82.3	210	321.49	210	6.70	210		999	7.610	300		999	8.833	210	8.860	330	13.8	14.3		-0.936546	-0.888853		
4/27/2023 8:30:00 AM	0.554	210	8.722	210	29.722	210	92.2	8.86	210	0.48	210	0.30	210	7.97	210	0.337	210			1023.03161	210	50.1	210	522.64	210	81.1	210	331.48	210	6.99	210		999	7.608	300		999	8.821	210	8.858	330	13.8	14.4		-0.936667	-0.889001		
4/27/2023 8:45:00 AM	0.515	210	8.764	210	29.721	210	92.2	8.84	210	0.49	210	0.30	210	7.97	210	0.330	210			1023.02432	210	51.4	210	563.94	210	75.8	210	338.03	210	8.98	210		999	7.569	300		999	8.818	210	8.820	330	13.8	14.4		-0.938847	-0.891151		
4/27/2023 9:00:00 AM	0.527	210	8.763	210	29.726	210	92.3	8.85	210	0.45	210	0.30	210	7.97	210	0.334	210			1023.02876	210	51.8	210	422.83	210	75.1	210	338.16	210	7.34	210		999	7.555	300		999	8.821	210	8.803	330	13.8	14.4		-0.939647	-0.892076		
4/27/2023 9:15:00 AM	0.535	210	8.775	210	29.727	210	92.1	8.83	210	0.44	210	0.29	210	7.97	210	0.316	210			1023.02733	210	52.1	210	498.87	210	73.2	210	334.93	210	8.32	210		999	7.567	300		999	8.839	210	8.816	330	13.8	14.3		-0.938959	-0.891375		
4/27/2023 9:30:00 AM	0.592	210	8.712	210	29.736	210	92.0	8.83	210	0.42	210	0.31	210	7.96	210	0.333	210			1023.04400	210	52.1	210	1262.95	210	74.2	210	334.04	210	7.10	210		999	7.586	300		999	8.822	210	8.836	330	13.8	14.3		-0.937883	-0.890275		
4/27/2023 9:45:00 AM	0.542	210	8.756	210	29.734	210	92.1	8.84	210	0.45	210	0.29	210	7.97	210	0.328	210			1023.03585	210	51.6	210	1350.98	210	76.6	210	326.49	210	7.04	210		999	7.593	300		999	8.830	210	8.841	330	13.8	14.3		-0.937526	-0.889930		
4/27/2023 10:00:00 AM	0.552	210	8.720	210	29.746	210	92.3	8.86	210	0.45	210	0.30	210	7.97	210	0.323	210			1023.05024	210	51.0	210	1312.02	210	78.5	210	322.63	210	7.09	210		999	7.600	300		999	8.821	210	8.850	330	13.8	14.0		-0.937116	-0.889488		
4/27/2023 10:15:00 AM	0.550	210	8.720	210	29.758	210	93.5	8.98	210	0.56	210	0.29	210	7.98	210	0.326	210			1023.06009	210	51.6	210	1451.47	210	77.5	210	321.02	210	6.70	210		999	7.618	300		999	8.810	210	8.867	330	13.8	14.0		-0.936101	-0.888541		
4/27/2023 10:30:00 AM	0.544	210	8.718	210	29.759	210	93.7	9.00	210	0.51	210	0.29	210	7.99	210	0.333	210			1023.06130	210	52.1	210	1516.71	210	75.8	210	329.15	210	6.19	210		999	7.615	300		999	8.795	210	8.864	330	13.8	13.9		-0.936268	-0.888706		
4/27/2023 10:45:00 AM	0.552	210	8.736	210	29.763	210	93.7	9.00	210	0.56	210	0.30	210	7.99	210	0.315	210			1023.06182	210	51.8	210	1518.16	210	76.9	210	322.86	210	7.04	210		999	7.628	300		999	8.804	210	8.877	330	13.8	13.9		-0.935537	-0.887991		
4/27/2023 11:00:00 AM	0.523	210	8.731	210	29.766	210	93.8	9.01	210	0.57	210	0.31	210	7.99	210	0.328	210			1023.06465	210	52.5	210	1492.75	210	74.9	210	329.94	210	6.90	210		999	7.641	300		999	8.806	210	8.891	330	13.8	13.9		-0.934832	-0.887237		
4/27/2023 11:15:00 AM	0.521	210	8.724	210	29.769	210	93.7	8.99	210	0.58	210	0.29	210	7.99	210	0.328	210			1023.06813	210	53.4	210	1586.76	210	70.9	210	333.27	210	7.32	210		999	7.690	300		999	8.803	210	8.940	330	13.8	13.9		-0.932095	-0.884500		
4/27/2023 11:30:00 AM	0.587	210	8.795	210	29.769	210	93.9	9.00	210	0.50	210	0.30	210	7.99	210	0.312	210			1023.05759	210	54.1	210	1592.67	210	68.5	210	338.33	210	6.95	210		999	7.719	300		999	8.830	210	8.968	330	13.8	13.9		-0.930433	-0.882873		
4/27/2023 11:45:00 AM	0.530	210	8.813	210	29.769	210	94.4	9.05	210	0.59	210	0.29	210	7.99	210	0.312	210			1023.05439	210	54.5	210	1605.24	210	68.0	210	334.03	210	6.96	210		999	7.733	300		999	8.856	210	8.981	330	13.8	13.9		-0.929649	-0.882111		
4/27/2023 12:00:00 PM	0.539	210	8.794	210	29.770	210	94.0	9.01	210	0.53	210	0.29	210	7.99	210	0.330	210			1023.05829	210	54.8	210	1594.38	210	67.8	210	337.50	210	5.51	210		999	7.725	300		999	8.850	210	8.974	330	13.8	13.9		-0.930100	-0.882521		
4/27/2023 12:15:00 PM	0.534	210	8.794	210	29.769	210	93.7	8.98	210	0.59	210	0.30	210	7.99	210	0.327	210			1023.05808	210	55.2	210	1601.83	210	66.4	210	335.13	210	5.49	210		999	7.680	300		999	8.862	210	8.929	330	13.8	13.9		-0.932620	-0.885046		
4/27/2023 12:30:00 PM	0.513	210	8.902	210	29.770	210	94.4	9.03	210	0.50	210	0.30	210	7.99	210	0.324	210			1023.04279	210	55.9	210	1575.11	210	62.5	210	348.34	210	5.69	210		999	7.727	300		999	8.929	210	8.974	330	13.8	14.0		-0.929998	-0.882437		
4/27/2023 12:45:00 PM	0.532	210	8.973	210	29.767	210	95.1	9.08	210	0.53	210	0.27	210	8.00	210	0.332	210			1023.02939	210	55.5	210	1544.82	210	63.8	210	325.73	210	5.11	210		999	7.718	300		999	8.984	210	8.965	330	13.8	13.9		-0.930482	-0.882883		
4/27/2023 1:00:00 PM	0.535	210	8.943	210	29.761	210	95.9	9.16	210	0.53	210	0.27	210	8.00	210	0.314	210			1023.02929	210	55.2	210	1493.55	210	65.5	210	318.32	210	5.28	210		999	7.733	300		999	8.999	210	8.980	330	13.8	13.9		-0.929617	-0.882026		
4/27/2023 1:15:00 PM	0.518	210	8.975	210	29.761	210	96.5	9.21	210	0.64	210	0.29	210	8.01	210	0.323	210			1023.02420	210	55.7	210	1502.56	210	63.1	210	326.19	210	5.41	210		999	7.749	300		999	9.000	210	8.996	330	13.8	13.9		-0.928749	-0.881171		
4/27/2023 1:30:00 PM	0.528	210	9.018	210	29.756	210	96.9	9.24	210	0.57	210	0.29	210	8.01	210	0.321	210			1023.01419	210	55.7	210	1468.30	210	64.1	210	330.32	210	5.30	210		999	7.684	300		999	9.081	210	8.931	330	13.8	13.9		-0.932326	-0.884690		
4/27/2023 1:45:00 PM	0.494	210	9.048	210	29.760	210	97.2	9.26	210	0.63	210	0.27	210	8.01	210	0.307	210			1023.01312	210	56.3	210	1423.58	210	63.2	210	328.00	210	5.31	210		999	7.663	300		999	9.096	210	8.908	330	13.8	13.8		-0.933531	-0.885955		
4/27/2023 2:00:00 PM	0.550	210	9.092	210	29.760	210	97.5	9.28	210	0.69	210	0.30	210	8.01	210	0.312	210			1023.00631	210	56.1	210	1373.91	210	62.0	210	327.79	210	4.94	210		999	7.739	300		999	9.121	210	8.985	330	13.8	13.8		-0.929282	-0.881647		
4/27/2023 2:15:00 PM	0.534	210	9.043	210	29.759	210	97.9	9.33	210	0.71	210	0.29	210	8.02	210	0.312	210			1023.01292	210	58.1	210	1328.90	210	51.0	210	338.48	210	5.93	210		999	7.749	300		999	9.075	210	8.995	330	13.8	13.8		-0.928699	-0.881115		
4/27/2023 2:30:00 PM	0.508	210	9.194	210	29.758	210	99.5	9.46	210	0.66	210	0.30	210	8.03	210	0.300	210			1022.98948	210	57.9	210	1266.35	210	54.1	210	332.20	210	5.76	210		999	7.745	300		999	9.229	210	8.991	330	13.8	13.8		-0.928909	-0.881197		
4/27/2023 2:45:00 PM	0.521	210	9.165	210	29.759	210	99.8	9.48	210	0.71	210	0.29	210	8.03	210	0.311	210			1022.99443	210	57.3	210	1203.70	210	56.6	210	330.94	210	5.45	210		999	7.726	300		999	9.211	210	8.973	330	13.8	13.8		-0.929987	-0.882237		
4/27/2023 3:00:00 PM	0.479	210	9.130	210	29.758	210	99.8	9.49	210	0.78	210	0.31	210	8.03	210	0.310	210			1022.99936	210	57.5	210	1144.96	210	55.0	210	332.08	210	5.05	210		999	7.663	300		999	9.222	210	8.909	330	13.8	13.8		-0.933488	-0.885819		
4/27/2023 3:15:00 PM	0.509	210	9.104	210	29.754	210	99.8	9.50	210	0.80	210	0.30	210	8.03	210	0.311	210			1022.99947	210	57.9	210	1075.92	210	51.7	210	337.34	210	5.78	210		999	7.640	300		999	9.191	210	8.886	330	13.8	13.8		-0.934783	-0.887111		
4/27/2023 3:30:00 PM	0.539	210	9.063	210	29.756	210	99.7	9.50	210	0.78	210	0.30	210	8.03	210	0.311	210			1023.00719	210	58.1	210	1003.20	210	49.8	210	335.70	210	6.31	210		999	7.625	300		999	9.187	210	8.871	330	13.8	13.8		-0.935609	-0.887958		
4/27/2023 3:45:00 PM	0.507	210	9.048	210	29.757	210	99.6	9.49	210	0.85	210	0.29	210	8.03	210	0.313	210			1023.01048	210	57.5	210	933.07	210	51.8	210	332.81	210	6.69	210		999	7.564	300		999	9.147	210	8.810	330	13.8	13.9		-0.939043	-0.891390		
4/27/2023 4:00:00 PM	0.566	210	9.008	210	29.756	210	99.0	9.45	210	0.83	210	0.30	210	8.03	210	0.315	210			1023.01555	210	57.0	210	857.07	210	55.6	210	336.41	210	6.62	210		999	7.557	300		999	9.109	210	8.802	330	13.8	13.9		-0.939486	-0.891874		
4/27/2023 4:15:00 PM	0.554	210	8.918	210	29.758	210	98.3	9.40	210	1.02	210	0.30	210	8.02	210	0.308	210			1023.03074	210	56.8	210	775.64	210	58.9	210	331.23	210	6.15	210		999	7.543	300		999	9.068	210	8.789	330	13.8	13.8		-0.940253	-0.892659		
4/27/2023 4:30:00 PM	0.460	210	8.941	210	29.763	210	97.5	9.31	210	0.99	210	0.31	210	8.02	210	0.312	210			1023.03158	210	56.8	210	704.46	210	58.6	210	329.69	210	6.52	210		999	7.541	300		999	9.033	210	8.787	330	13.8	13.8		-0.940372	-0.892839		
4/27/2023 4:45:00 PM	0.498	210	8.944	210	29.766	210	97.5	9.31	210	0.99	210	0.29	210	8.02	210	0.316	210			1023.03318	210	57.0	210	618.78	210	58.5	210	334.36	210	6.65	210		999	7.586	300		999	9.033	210	8.833	330	13.8	13.8		-0.937833	-0.890237		
4/27/2023 5:00:00 PM	0.469	210	8.927	210	29.769	210	97.4	9.31	210	1.01	210	0.30	210	8.02	210	0.317	210			1023.03799	210	57.3	210	541.43	210	58.5	210	339.79	210	6.70	210		999	7.606	300		999	9.004	210	8.853	330	13.8	13.9		-0.936717	-0.889150		
4/27/2023 5:15:00 PM	0.532	210	8.889	210	29.772	210	97.4	9.31	210	1.04	210	0.30	210	8.02	210	0.308	210			1023.04570	210	57.2	210	461.06	210	61.9	210	338.07	210	6.61	210		999	7.562	300		999	8.993	210	8.809	330	13.8	13.9		-0.939184	-0.891609		
4/27/2023 5:30:00 PM	0.530	210	8.875	210	29.773	210	96.9	9.27	210	1.12	210	0.30	210	8.02	210	0.317	210			1023.04913	210	57.5	210	383.74	210	62.6	210	341.48	210	6.66	210		999	7.615	300		999	8.967	210	8.862	330	13.8	13.9		-0.936248	-0.888707		
4/27/2023 5:45:00 PM	0.533	210	8.803	210	29.774	210	96.4	9.24	210	1.26	210	0.30	210	8.01	210	0.339	210			1023.06041	210	57.2	210	313.89	210	64.1	210	341.38	210	6.61	210		999	7.608	300		999	8.917	210	8.855	330	13.8	14.0		-0.936636	-0.889135		
4/27/2023 6:00:00 PM	0.506	210	9.031	210	29.722	210	96.6	9.22	210	1.39	210	0.30	210	8.02	210	0.320	210			1022.98594	210	56.1	210	244.91	210	67.3	210	335.61	210	6.21	210		999	7.616	300		999	9.004	210	8.861	330	13.8	13.9		-0.936159	-0.888656		
4/27/2023 6:15:00 PM	0.504	210	9.167	210	29.538	210	101.0	9.61	210	2.88	210	0.35	210	8.06	210	0.290	210			1022.82182	210	56.3	210	184.74	210	66.1	210	341.78	210	5.75	210		999	7.634	300		999	9.173	210	8.875	330	13.8	13.9		-0.935111	-0.887571		
4/27/2023 6:30:00 PM	0.517	210	9.123	210	29.502	210	103.6	9.88	210	3.62	210	0.38	210	8.08	210	0.284	210			1022.79985	210	55.7	210	124.19	210	67.5	210	336.40	210	5.45	210		999	7.640	300		999	9.169	210	8.881	330	13.8	13.9		-0.934820	-0.887223		
4/27/2023 6:45:00 PM	0.530	210	9.112	210	29.491	210	104.2	9.94	210	3.52	210	0.38	210	8.08	210	0.290	210			1022.79339	210	55.7	210	68.73	210	68.3	210	341.44	210	5.07	210		999	7.680	300		999	9.150	210	8.921	330	13.8	14.0		-0.932560	-0.884951		
4/27/2023 7:00:00 PM	0.494	210	9.096	210	29.464	210	104.2	9.94	210	3.55	210	0.40	210	8.08	210	0.291	210			1022.77478	210	55.4	210	29.67	210	69.5	210	344.04	210	4.24	210		999	7.679	300		999	9.164	210	8.919	330	13.8	13.1		-0.932620	-0.885017		
4/27/2023 7:15:00 PM	0.525	210	9.102	210	29.420	210	104.1	9.93	210	3.68	210	0.40	210	8.09	210	0.283	210			1022.73958	210	57.0	210	8.83	210	66.3	210	102.81	210	3.32	210		999	7.675	300		999	9.153	210	8.915	330	13.8	13.0		-0.932850	-0.885262		
4/27/2023 7:30:00 PM	0.530	210	9.174	210	29.353	210	104.3	9.94	210	3.87	210	0.40	210	8.09	210	0.277	210			1022.67624	210	57.3	210	1.27	210	63.8	210	156.43	210	4.02	210		999	7.699	300		999	9.202	210	8.937	330	13.8	12.9		-0.931507	-0.883887		
4/27/2023 7:45:00 PM	0.507	210	9.258	210	29.284	210	104.7	9.96	210	3.98	210	0.42	210	8.09	210	0.281	210			1022.60952	210	57.2	210	0.20	330	63.8	210	43.03	210	3.94	210		999	7.680	300		999	9.274	210	8.917	330	13.8	12.9		-0.932554	-0.884897		
4/27/2023 8:00:00 PM	0.534	210	9.307	210	29.214	210	105.5	10.03	210	4.02	210	0.40	210	8.10	210	0.276	210			1022.54792	210	57.0	210	0.18	330	63.8	210	347.39	210	3.75	210		999	7.688	300		999	9.332	210	8.924	330	13.8	12.9		-0.932084	-0.884363		
4/27/2023 8:15:00 PM	0.525	210	9.365	210	29.175	210	106.1	10.08	210	3.98	210	0.40	210	8.10	210	0.276	210			1022.50810	210	56.3	210	0.18	330	65.5	210	341.95	210	3.42	210		999	7.688	300		999	9.391	210	8.924	330	13.8	12.9		-0.932033	-0.884276		
4/27/2023 8:30:00 PM	0.498	210	9.337	210	29.182	210	105.6	10.03	210	3.94	210	0.41	210	8.10	210	0.274	210			1022.51774	210	55.2	210	0.18	330	68.1	210	337.43	210	3.62	210		999	7.685	300		999	9.398	210	8.921	330	13.8	12.9		-0.932234	-0.884454		
4/27/2023 8:45:00 PM	0.518	210	9.276	210	29.216	210	105.0	9.99	210	4.13	210	0.41	210	8.09	210	0.279	210			1022.55373	210	54.8	210	0.18	330	69.4	210	342.82	210	3.27	210		999	7.684	300		999	9.364	210	8.922	330	13.8	12.8		-0.932275	-0.884499		
4/27/2023 9:00:00 PM	0.524	210	9.268	210	29.227	210	104.9	9.98	210	4.41	210	0.42	210	8.09	210	0.282	210			1022.56347	210	55.0	210	0.18	330	69.0	210	345.69	210	2.91	210		999	7.686	300		999	9.352	210	8.923	330	13.8	12.8		-0.932176	-0.884418		
4/27/2023 9:15:00 PM	0.536	210	9.252	210	29.241	210	104.1	9.91	210	3.94	210	0.40	210	8.08	210	0.284	210			1022.57701	210	54.5	210	0.18	330	70.2	210	341.68	210	2.60	210		999	7.674	300		999	9.332	210	8.913	330	13.8	12.8		-0.932829	-0.885031		
4/27/2023 9:30:00 PM	0.525	210	9.252	210	29.233	210	103.8	9.88	210	3.87	210	0.39	210	8.08	210	0.298	210			1022.57081	210	54.3	210	0.18	330	71.5	210	335.25	210	2.96	210		999	7.661	300		999	9.339	210	8.899	330	13.8	12.8		-0.933575	-0.885780		
4/27/2023 9:45:00 PM	0.488	210	9.258	210	29.232	210	103.1	9.81	210	3.61	210	0.37	210	8.07	210	0.288	210			1022.56887	210	53.9	210	0.18	330	72.3	210	333.17	210	2.83	210		999	7.649	300		999	9.346	210	8.888	330	13.8	12.9		-0.934226	-0.886432		
4/27/2023 10:00:00 PM	0.509	210	9.281	210	29.203	210	102.4	9.75	210	3.34	210	0.38	210	8.06	210	0.307	210			1022.54269	210	52.5	210	0.18	330	77.5	210	336.16	210	2.95	210		999	7.640	300		999	9.345	210	8.878	330	13.8	12.8		-0.934772	-0.886958		
4/27/2023 10:15:00 PM	0.499	210	9.341	210	29.122	210	102.1	9.71	210	2.46	210	0.34	210	8.06	210	0.303	210			1022.47076	210	53.6	210	0.18	330	74.2	210	341.55	210	2.72	210		999	7.618	300		999	9.362	210	8.856	330	13.8	12.9		-0.935970	-0.888111		
4/27/2023 10:30:00 PM	0.505	210	9.396	210	29.111	210	102.0	9.68	210	2.43	210	0.35	210	8.05	210	0.304	210			1022.45337	210	53.6	210	0.18	330	73.7	210	332.31	210	2.41	210		999	7.595	300		999	9.424	210	8.832	330	13.8	12.8		-0.937274	-0.889377		
4/27/2023 10:45:00 PM	0.506	210	9.398	210	29.101	210	101.3	9.63	210	2.10	210	0.34	210	8.05	210	0.297	210			1022.44556	210	54.1	210	0.18	330	71.7	210	335.72	210	2.47	210		999	7.595	300		999	9.442	210	8.832	330	13.8	12.8		-0.937242	-0.889340		
4/27/2023 11:00:00 PM	0.505	210	9.437	210	29.096	210	101.9	9.67	210	2.07	210	0.34	210	8.05	210	0.295	210			1022.43521	210	53.0	210	0.18	330	75.4	210	340.44	210	2.86	210		999	7.551	300		999	9.482	210	8.788	330	13.8	12.8		-0.939737	-0.891776		
4/27/2023 11:15:00 PM	0.501	210	9.393	210	29.102	210	101.5	9.64	210	2.10	210	0.35	210	8.05	210	0.297	210			1022.44678	210	51.9	210	0.18	330	80.5	210	331.96	210	3.62	210		999	7.551	300		999	9.474	210	8.789	330	13.8	12.8		-0.939703	-0.891731		
4/27/2023 11:30:00 PM	0.500	210	9.391	210	29.124	210	101.4	9.63	210	2.41	210	0.33	210	8.05	210	0.293	210			1022.46466	210	51.9	210	0.18	330	80.8	210	341.11	210	2.71	210		999	7.544	300		999	9.464	210	8.782	330	13.8	12.8		-0.940105	-0.892149		
4/27/2023 11:45:00 PM	0.506	210	9.352	210	29.151	210	101.4	9.63	210	2.36	210	0.34	210	8.04	210	0.304	210			1022.49183	210	52.3	210	0.18	330	78.7	210	331.23	210	2.85	210		999	7.522	300		999	9.442	210	8.762	330	13.8	12.8		-0.941328	-0.893329		
4/28/2023 12:00:00 AM	0.482	210	9.232	210	29.235	210	100.8	9.60	210	2.61	210	0.35	210	8.04	210	0.298	210			1022.57484	210	52.1	210	0.18	330	78.9	210	323.14	210	3.57	210		999	7.505	300		999	9.361	210	8.748	330	13.8	12.8		-0.942291	-0.894271		
4/28/2023 12:15:00 AM	0.501	210	9.128	210	29.297	210	100.0	9.54	210	2.70	210	0.33	210	8.04	210	0.308	210			1022.63958	210	51.4	210	0.18	330	80.1	210	334.49	210	3.28	210		999	7.478	300		999	9.282	210	8.721	330	13.8	12.8		-0.943868	-0.895874		
4/28/2023 12:30:00 AM	0.504	210	9.020	210	29.381	210	99.2	9.48	210	2.64	210	0.34	210	8.03	210	0.324	210			1022.72092	210	50.9	210	0.18	330	82.5	210	320.18	210	3.69	210		999	7.487	300		999	9.194	210	8.732	330	13.8	12.7		-0.943362	-0.895410		
4/28/2023 12:45:00 AM	0.497	210	8.955	210	29.430	210	98.5	9.43	210	2.40	210	0.33	210	8.03	210	0.318	210			1022.76882	210	51.2	210	0.18	330	81.0	210	324.30	210	4.28	210		999	7.540	300		999	9.121	210	8.787	330	13.8	12.7		-0.940391	-0.892428		
