**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
2/21/2023 11:45:00 PM	0.297	210	8.312	210	29.713	210	83.6	8.11	210	0.59	210	0.41	210	7.83	210	0.420	210			1023.08210	210	39.7	210	0.17	330	78.7	210	112.18	210	2.95	210		999	7.595	300		999	8.388	210	8.843	330	13.8	12.5		-0.937489	-0.890224		
2/22/2023 12:00:00 AM	0.291	210	8.296	210	29.721	210	83.5	8.10	210	0.57	210	0.42	210	7.83	210	0.429	210			1023.09118	210	39.3	210	0.17	330	78.4	210	129.00	210	2.89	210		999	7.589	300		999	8.391	210	8.838	330	13.8	12.5		-0.937846	-0.890556		
2/22/2023 12:15:00 AM	0.305	210	8.306	210	29.722	210	83.4	8.08	210	0.58	210	0.42	210	7.82	210	0.429	210			1023.09014	210	39.5	210	0.17	330	77.9	210	109.48	210	2.27	210		999	7.569	300		999	8.393	210	8.818	330	13.8	12.4		-0.938949	-0.891658		
2/22/2023 12:30:00 AM	0.296	210	8.313	210	29.743	210	83.0	8.04	210	0.51	210	0.39	210	7.82	210	0.417	210			1023.10535	210	39.7	210	0.17	330	78.3	210	98.13	210	2.27	210		999	7.547	300		999	8.388	210	8.795	330	13.8	12.5		-0.940207	-0.892962		
2/22/2023 12:45:00 AM	0.297	210	8.327	210	29.744	210	82.3	7.98	210	0.54	210	0.38	210	7.82	210	0.426	210			1023.10400	210	39.5	210	0.17	330	78.1	210	104.34	210	2.71	210		999	7.501	300		999	8.400	210	8.749	330	13.8	12.4		-0.942763	-0.895488		
2/22/2023 1:00:00 AM	0.290	210	8.351	210	29.748	210	81.9	7.93	210	0.44	210	0.47	210	7.82	210	0.417	210			1023.10413	210	39.7	210	0.17	330	78.3	210	98.37	210	2.20	210		999	7.535	300		999	8.414	210	8.784	330	13.8	12.4		-0.940818	-0.893570		
2/22/2023 1:15:00 AM	0.310	210	8.359	210	29.742	210	81.3	7.87	210	0.47	210	0.47	210	7.81	210	0.424	210			1023.09810	210	39.9	210	0.17	330	78.8	210	120.90	210	1.44	210		999	7.594	300		999	8.423	210	8.843	330	13.8	12.4		-0.937522	-0.890251		
2/22/2023 1:30:00 AM	0.323	210	8.353	210	29.769	210	81.0	7.84	210	0.41	210	0.58	210	7.81	210	0.415	210			1023.12010	210	39.5	210	0.17	330	78.5	210	104.40	210	0.57	210		999	7.604	300		999	8.429	210	8.853	330	13.8	12.4		-0.936995	-0.889728		
2/22/2023 1:45:00 AM	0.312	210	8.329	210	29.745	210	81.4	7.89	210	0.50	210	0.43	210	7.81	210	0.426	210			1023.10480	210	39.3	210	0.17	330	79.2	210	94.00	210	0.51	210		999	7.605	300		999	8.429	210	8.854	330	13.8	12.4		-0.936914	-0.889648		
2/22/2023 2:00:00 AM	0.320	210	8.320	210	29.742	210	81.9	7.93	210	0.46	210	0.48	210	7.82	210	0.428	210			1023.10343	210	39.2	210	0.17	330	79.7	210	236.55	210	0.00	210		999	7.589	300		999	8.417	210	8.838	330	13.8	12.4		-0.937816	-0.890512		
2/22/2023 2:15:00 AM	0.315	210	8.344	210	29.759	210	81.0	7.84	210	0.44	210	0.54	210	7.81	210	0.421	210			1023.11396	210	39.5	210	0.17	330	80.7	210	21.31	210	1.43	210		999	7.593	300		999	8.426	210	8.842	330	13.8	12.5		-0.937575	-0.890327		
2/22/2023 2:30:00 AM	0.312	210	8.354	210	29.773	210	80.7	7.81	210	0.41	210	0.63	210	7.81	210	0.416	210			1023.12282	210	39.3	210	0.17	330	81.6	210	45.53	210	1.68	210		999	7.593	300		999	8.420	210	8.842	330	13.8	12.5		-0.937591	-0.890315		
2/22/2023 2:45:00 AM	0.308	210	8.346	210	29.755	210	80.7	7.82	210	0.45	210	0.56	210	7.81	210	0.414	210			1023.11024	210	39.2	210	0.17	330	81.2	210	70.25	210	0.37	210		999	7.592	300		999	8.418	210	8.840	330	13.8	12.4		-0.937682	-0.890427		
2/22/2023 3:00:00 AM	0.312	210	8.337	210	29.752	210	80.8	7.82	210	0.42	210	0.53	210	7.81	210	0.424	210			1023.10944	210	39.2	210	0.17	330	80.9	210	46.16	210	0.75	210		999	7.587	300		999	8.422	210	8.836	330	13.8	12.4		-0.937912	-0.890652		
2/22/2023 3:15:00 AM	0.310	210	8.357	210	29.770	210	80.7	7.82	210	0.46	210	0.61	210	7.81	210	0.433	210			1023.12010	210	39.2	210	0.17	330	81.5	210	158.52	210	0.40	210		999	7.571	300		999	8.425	210	8.819	330	13.8	12.4		-0.938828	-0.891576		
2/22/2023 3:30:00 AM	0.302	210	8.350	210	29.760	210	81.0	7.84	210	0.45	210	0.50	210	7.81	210	0.423	210			1023.11346	210	39.3	210	0.17	330	81.7	210	52.12	210	1.93	210		999	7.576	300		999	8.420	210	8.826	330	13.8	12.4		-0.938545	-0.891223		
2/22/2023 3:45:00 AM	0.315	210	8.333	210	29.766	210	81.1	7.85	210	0.49	210	0.52	210	7.81	210	0.410	210			1023.12089	210	39.2	210	0.17	330	81.9	210	28.48	210	2.05	210		999	7.530	300		999	8.419	210	8.780	330	13.8	12.5		-0.941122	-0.893802		
2/22/2023 4:00:00 AM	0.314	210	8.342	210	29.769	210	81.1	7.85	210	0.44	210	0.56	210	7.81	210	0.414	210			1023.12221	210	38.8	210	0.17	330	83.2	210	332.74	210	7.55	210		999	7.506	300		999	8.424	210	8.755	330	13.8	12.4		-0.942474	-0.895165		
2/22/2023 4:15:00 AM	0.326	210	8.344	210	29.769	210	80.9	7.83	210	0.46	210	0.58	210	7.81	210	0.424	210			1023.12190	210	38.1	210	0.17	330	82.6	210	331.29	210	7.98	210		999	7.518	300		999	8.420	210	8.767	330	13.8	12.4		-0.941771	-0.894502		
2/22/2023 4:30:00 AM	0.350	210	8.341	210	29.770	210	80.9	7.84	210	0.42	210	0.64	210	7.81	210	0.421	210			1023.12260	210	37.5	210	0.17	330	84.4	210	331.09	210	8.86	210		999	7.578	300		999	8.415	210	8.827	330	13.8	12.4		-0.938451	-0.891191		
2/22/2023 4:45:00 AM	0.356	210	8.343	210	29.771	210	80.9	7.84	210	0.45	210	0.63	210	7.81	210	0.427	210			1023.12290	210	37.4	210	0.17	330	82.3	210	333.97	210	9.32	210		999	7.595	300		999	8.415	210	8.843	330	13.8	12.4		-0.937516	-0.890260		
2/22/2023 5:00:00 AM	0.323	210	8.321	210	29.762	210	81.5	7.90	210	0.44	210	0.52	210	7.81	210	0.417	210			1023.11954	210	36.8	210	0.17	330	82.6	210	334.64	210	9.23	210		999	7.604	300		999	8.403	210	8.853	330	13.8	12.4		-0.936985	-0.889719		
2/22/2023 5:15:00 AM	0.331	210	8.326	210	29.743	210	81.7	7.91	210	0.47	210	0.49	210	7.81	210	0.419	210			1023.10399	210	36.5	210	0.17	330	82.6	210	343.14	210	9.50	210		999	7.610	300		999	8.406	210	8.858	330	13.8	12.4		-0.936659	-0.889409		
2/22/2023 5:30:00 AM	0.386	210	8.324	210	29.745	210	81.7	7.92	210	0.43	210	0.49	210	7.81	210	0.427	210			1023.10543	210	36.6	210	0.17	330	84.5	210	333.23	210	10.74	210		999	7.613	300		999	8.402	210	8.861	330	13.8	12.5		-0.936478	-0.889236		
2/22/2023 5:45:00 AM	0.300	210	8.317	210	29.735	210	82.0	7.94	210	0.47	210	0.47	210	7.81	210	0.414	210			1023.09869	210	37.0	210	0.17	330	80.8	210	340.63	210	9.78	210		999	7.619	300		999	8.397	210	8.866	330	13.8	12.4		-0.936152	-0.888973		
2/22/2023 6:00:00 AM	0.390	210	8.319	210	29.735	210	82.0	7.94	210	0.44	210	0.50	210	7.81	210	0.418	210			1023.09805	210	37.0	210	0.17	330	80.1	210	328.44	210	11.05	210		999	7.619	300		999	8.400	210	8.866	330	13.8	12.4		-0.936159	-0.888970		
2/22/2023 6:15:00 AM	0.377	210	8.320	210	29.733	210	82.1	7.96	210	0.47	210	0.46	210	7.82	210	0.425	210			1023.09671	210	36.5	210	0.17	330	81.2	210	333.18	210	11.54	210		999	7.621	300		999	8.394	210	8.869	330	13.8	12.5		-0.936050	-0.888813		
2/22/2023 6:30:00 AM	0.295	210	8.328	210	29.735	210	82.1	7.95	210	0.44	210	0.47	210	7.81	210	0.417	210			1023.09730	210	36.6	210	0.17	330	79.7	210	339.67	210	10.71	210		999	7.619	300		999	8.397	210	8.867	330	13.8	12.4		-0.936153	-0.888940		
2/22/2023 6:45:00 AM	0.296	210	8.331	210	29.738	210	82.0	7.94	210	0.48	210	0.49	210	7.81	210	0.413	210			1023.09868	210	36.6	210	0.85	330	76.7	210	335.50	210	9.97	210		999	7.616	300		999	8.394	210	8.864	330	13.8	12.4		-0.936301	-0.889069		
2/22/2023 7:00:00 AM	0.404	210	8.328	210	29.736	210	82.1	7.95	210	0.44	210	0.48	210	7.81	210	0.430	210			1023.09812	210	36.6	210	4.63	210	74.7	210	333.88	210	9.70	210		999	7.619	300		999	8.397	210	8.867	330	13.8	12.4		-0.936143	-0.888937		
2/22/2023 7:15:00 AM	0.321	210	8.326	210	29.737	210	82.0	7.95	210	0.48	210	0.48	210	7.81	210	0.420	210			1023.09938	210	36.3	210	14.77	210	74.7	210	323.02	210	9.92	210		999	7.616	300		999	8.399	210	8.863	330	13.8	12.5		-0.936341	-0.889148		
2/22/2023 7:30:00 AM	0.293	210	8.336	210	29.737	210	82.0	7.94	210	0.46	210	0.49	210	7.81	210	0.414	210			1023.09794	210	36.1	210	27.26	210	76.6	210	323.46	210	8.21	210		999	7.617	300		999	8.393	210	8.863	330	13.8	12.4		-0.936294	-0.889150		
2/22/2023 7:45:00 AM	0.373	210	8.310	210	29.736	210	82.1	7.96	210	0.50	210	0.51	210	7.82	210	0.423	210			1023.10048	210	36.1	210	41.71	210	81.4	210	332.64	210	8.80	210		999	7.617	300		999	8.398	210	8.865	330	13.8	12.4		-0.936241	-0.889027		
2/22/2023 8:00:00 AM	0.313	210	8.313	210	29.739	210	82.0	7.95	210	0.46	210	0.48	210	7.82	210	0.426	210			1023.10240	210	35.9	210	89.90	210	80.3	210	303.32	210	9.04	210		999	7.617	300		999	8.393	210	8.865	330	13.8	12.4		-0.936261	-0.889058		
2/22/2023 8:15:00 AM	0.319	210	8.314	210	29.740	210	81.9	7.94	210	0.49	210	0.51	210	7.81	210	0.420	210			1023.10296	210	35.4	210	95.52	210	81.9	210	306.96	210	9.02	210		999	7.615	300		999	8.388	210	8.863	330	13.8	12.5		-0.936368	-0.889179		
2/22/2023 8:30:00 AM	0.317	210	8.319	210	29.743	210	81.9	7.94	210	0.45	210	0.51	210	7.81	210	0.432	210			1023.10430	210	34.7	210	133.88	210	84.0	210	285.30	210	9.40	210		999	7.617	300		999	8.388	210	8.863	330	13.8	12.5		-0.936244	-0.889148		
2/22/2023 8:45:00 AM	0.327	210	8.318	210	29.744	210	81.9	7.94	210	0.45	210	0.50	210	7.81	210	0.429	210			1023.10535	210	34.7	210	199.50	210	83.4	210	289.17	210	9.00	210		999	7.614	300		999	8.386	210	8.861	330	13.8	12.5		-0.936457	-0.889247		
2/22/2023 9:00:00 AM	0.301	210	8.312	210	29.746	210	81.9	7.94	210	0.45	210	0.50	210	7.82	210	0.421	210			1023.10837	210	35.2	210	109.28	210	84.5	210	274.44	210	7.34	210		999	7.614	300		999	8.391	210	8.861	330	13.8	12.5		-0.936444	-0.889250		
2/22/2023 9:15:00 AM	0.276	210	8.310	210	29.748	210	81.8	7.93	210	0.46	210	0.51	210	7.81	210	0.426	210			1023.10981	210	34.8	210	260.57	210	81.7	210	182.28	210	6.35	210		999	7.617	300		999	8.386	210	8.864	330	13.8	12.5		-0.936283	-0.889090		
2/22/2023 9:30:00 AM	0.346	210	8.321	210	29.749	210	81.8	7.93	210	0.39	210	0.51	210	7.81	210	0.424	210			1023.10889	210	35.4	210	440.96	210	79.0	210	318.86	210	7.01	210		999	7.612	300		999	8.386	210	8.858	330	13.8	12.7		-0.936572	-0.889438		
2/22/2023 9:45:00 AM	0.320	210	8.319	210	29.751	210	81.8	7.93	210	0.40	210	0.49	210	7.81	210	0.428	210			1023.11090	210	35.7	210	441.98	210	79.2	210	215.36	210	6.14	210		999	7.613	300		999	8.388	210	8.861	330	13.8	12.8		-0.936487	-0.889300		
2/22/2023 10:00:00 AM	0.345	210	8.310	210	29.756	210	81.9	7.93	210	0.34	210	0.50	210	7.82	210	0.417	210			1023.11580	210	36.1	210	472.74	210	78.4	210	322.91	210	6.93	210		999	7.611	300		999	8.385	210	8.859	330	13.8	12.7		-0.936594	-0.889426		
2/22/2023 10:15:00 AM	0.355	210	8.274	210	29.720	210	83.3	8.08	210	0.35	210	0.44	210	7.82	210	0.434	210			1023.09275	210	36.1	210	491.49	210	78.7	210	252.69	210	7.08	210		999	7.618	300		999	8.363	210	8.864	330	13.8	12.9		-0.936194	-0.889083		
2/22/2023 10:30:00 AM	0.284	210	8.289	210	29.736	210	83.1	8.06	210	0.30	210	0.48	210	7.82	210	0.421	210			1023.10374	210	36.5	210	448.47	210	77.3	210	330.47	210	8.35	210		999	7.622	300		999	8.362	210	8.868	330	13.8	12.8		-0.936013	-0.888886		
2/22/2023 10:45:00 AM	0.297	210	8.311	210	29.745	210	82.7	8.01	210	0.34	210	0.53	210	7.82	210	0.412	210			1023.10782	210	36.1	210	481.58	210	76.3	210	331.71	210	7.90	210		999	7.621	300		999	8.371	210	8.867	330	13.8	12.8		-0.936040	-0.888956		
2/22/2023 11:00:00 AM	0.326	210	8.298	210	29.732	210	83.0	8.05	210	0.32	210	0.47	210	7.82	210	0.418	210			1023.09953	210	36.3	210	397.75	210	76.7	210	327.82	210	9.43	210		999	7.619	300		999	8.375	210	8.865	330	13.8	12.8		-0.936170	-0.889043		
2/22/2023 11:15:00 AM	0.347	210	8.296	210	29.733	210	83.5	8.09	210	0.36	210	0.47	210	7.82	210	0.434	210			1023.10021	210	36.5	210	422.11	210	77.1	210	331.37	210	7.40	210		999	7.623	300		999	8.368	210	8.869	330	13.8	12.8		-0.935937	-0.888816		
2/22/2023 11:30:00 AM	0.351	210	8.316	210	29.730	210	83.4	8.08	210	0.32	210	0.44	210	7.82	210	0.427	210			1023.09517	210	36.3	210	449.40	210	76.5	210	312.53	210	10.11	210		999	7.624	300		999	8.376	210	8.869	330	13.8	12.8		-0.935864	-0.888796		
2/22/2023 11:45:00 AM	0.277	210	8.308	210	29.737	210	83.2	8.07	210	0.34	210	0.46	210	7.82	210	0.421	210			1023.10181	210	36.1	210	527.75	210	74.6	210	278.82	210	8.44	210		999	7.623	300		999	8.383	210	8.869	330	13.8	12.8		-0.935955	-0.888812		
2/22/2023 12:00:00 PM	0.309	210	8.312	210	29.736	210	83.3	8.08	210	0.30	210	0.45	210	7.82	210	0.417	210			1023.10033	210	36.5	210	549.67	210	71.9	210	283.70	210	7.48	210		999	7.620	300		999	8.383	210	8.868	330	13.8	12.9		-0.936126	-0.888892		
2/22/2023 12:15:00 PM	0.367	210	8.308	210	29.750	210	82.9	8.04	210	0.34	210	0.47	210	7.82	210	0.426	210			1023.11195	210	36.6	210	560.05	210	74.5	210	291.97	210	7.99	210		999	7.622	300		999	8.380	210	8.869	330	13.8	13.0		-0.935982	-0.888827		
2/22/2023 12:30:00 PM	0.325	210	8.307	210	29.770	210	81.9	7.94	210	0.30	210	0.58	210	7.82	210	0.426	210			1023.12798	210	36.5	210	598.91	210	75.9	210	234.55	210	7.96	210		999	7.619	300		999	8.381	210	8.866	330	13.8	12.9		-0.936177	-0.889031		
2/22/2023 12:45:00 PM	0.357	210	8.305	210	29.752	210	82.6	8.00	210	0.33	210	0.50	210	7.82	210	0.425	210			1023.11397	210	36.6	210	632.43	210	74.4	210	326.93	210	8.92	210		999	7.620	300		999	8.383	210	8.867	330	13.8	12.9		-0.936093	-0.888925		
2/22/2023 1:00:00 PM	0.362	210	8.311	210	29.761	210	82.4	7.98	210	0.29	210	0.53	210	7.82	210	0.420	210			1023.11974	210	36.6	210	523.19	210	71.8	210	321.30	210	7.46	210		999	7.619	300		999	8.385	210	8.866	330	13.8	12.9		-0.936138	-0.889003		
2/22/2023 1:15:00 PM	0.385	210	8.316	210	29.763	210	82.3	7.98	210	0.31	210	0.54	210	7.82	210	0.416	210			1023.12054	210	37.0	210	853.08	210	73.8	210	312.95	210	7.87	210		999	7.619	300		999	8.383	210	8.866	330	13.8	13.0		-0.936146	-0.888984		
2/22/2023 1:30:00 PM	0.392	210	8.320	210	29.758	210	82.8	8.02	210	0.28	210	0.50	210	7.82	210	0.424	210			1023.11586	210	37.4	210	831.03	210	75.4	210	329.35	210	9.01	210		999	7.620	300		999	8.391	210	8.868	330	13.8	13.1		-0.936078	-0.888905		
2/22/2023 1:45:00 PM	0.362	210	8.324	210	29.762	210	82.5	7.99	210	0.36	210	0.52	210	7.82	210	0.415	210			1023.11888	210	36.8	210	609.66	210	72.8	210	323.67	210	9.91	210		999	7.619	300		999	8.394	210	8.866	330	13.8	13.0		-0.936179	-0.889022		
2/22/2023 2:00:00 PM	0.388	210	8.322	210	29.751	210	82.8	8.02	210	0.33	210	0.47	210	7.82	210	0.420	210			1023.11074	210	36.8	210	556.32	210	74.2	210	336.15	210	10.02	210		999	7.619	300		999	8.394	210	8.866	330	13.8	12.9		-0.936184	-0.888986		
2/22/2023 2:15:00 PM	0.223	210	8.294	210	29.739	210	83.4	8.09	210	0.43	210	0.46	210	7.83	210	0.407	210			1023.10478	210	37.0	210	309.80	210	73.0	210	338.91	210	10.32	210		999	7.620	300		999	8.382	210	8.868	330	13.8	12.9		-0.936107	-0.888894		
2/22/2023 2:30:00 PM	0.207	210	8.277	210	29.734	210	83.9	8.14	210	0.42	210	0.44	210	7.83	210	0.424	210			1023.10302	210	36.8	210	349.71	210	70.0	210	339.91	210	9.24	210		999	7.623	300		999	8.368	210	8.871	330	13.8	12.9		-0.935959	-0.888740		
2/22/2023 2:45:00 PM	0.367	210	8.264	210	29.743	210	84.0	8.15	210	0.45	210	0.45	210	7.83	210	0.430	210			1023.11217	210	37.0	210	379.29	210	69.4	210	335.01	210	10.42	210		999	7.626	300		999	8.350	210	8.874	330	13.8	12.9		-0.935772	-0.888588		
2/22/2023 3:00:00 PM	0.289	210	8.271	210	29.747	210	83.8	8.13	210	0.40	210	0.48	210	7.83	210	0.423	210			1023.11503	210	37.0	210	330.51	210	70.6	210	331.08	210	8.76	210		999	7.623	300		999	8.347	210	8.871	330	13.8	12.9		-0.935959	-0.888753		
2/22/2023 3:15:00 PM	0.332	210	8.259	210	29.749	210	83.6	8.11	210	0.47	210	0.46	210	7.83	210	0.411	210			1023.11781	210	36.8	210	259.71	210	70.7	210	336.78	210	9.41	210		999	7.617	300		999	8.347	210	8.866	330	13.8	12.8		-0.936267	-0.889044		
2/22/2023 3:30:00 PM	0.381	210	8.269	210	29.750	210	83.6	8.10	210	0.42	210	0.48	210	7.83	210	0.431	210			1023.11749	210	36.8	210	246.55	210	70.6	210	336.48	210	9.08	210		999	7.611	300		999	8.345	210	8.859	330	13.8	12.8		-0.936615	-0.889429		
2/22/2023 3:45:00 PM	0.328	210	8.282	210	29.758	210	83.0	8.04	210	0.48	210	0.48	210	7.83	210	0.427	210			1023.12188	210	36.6	210	198.67	210	70.9	210	331.11	210	10.05	210		999	7.612	300		999	8.356	210	8.860	330	13.8	12.8		-0.936567	-0.889345		
2/22/2023 4:00:00 PM	0.360	210	8.282	210	29.754	210	83.2	8.07	210	0.48	210	0.48	210	7.83	210	0.421	210			1023.11853	210	36.6	210	167.31	210	70.8	210	306.95	210	8.64	210		999	7.606	300		999	8.353	210	8.855	330	13.8	12.7		-0.936872	-0.889645		
2/22/2023 4:15:00 PM	0.371	210	8.271	210	29.754	210	83.5	8.09	210	0.57	210	0.47	210	7.83	210	0.427	210			1023.12032	210	36.6	210	139.13	210	71.7	210	345.42	210	7.97	210		999	7.601	300		999	8.342	210	8.850	330	13.8	12.7		-0.937189	-0.889930		
2/22/2023 4:30:00 PM	0.351	210	8.263	210	29.753	210	83.5	8.11	210	0.56	210	0.47	210	7.83	210	0.424	210			1023.12035	210	36.5	210	90.00	210	70.0	210	329.68	210	7.48	210		999	7.598	300		999	8.341	210	8.847	330	13.8	12.7		-0.937347	-0.890126		
2/22/2023 4:45:00 PM	0.296	210	8.268	210	29.742	210	82.8	8.04	210	0.52	210	0.50	210	7.83	210	0.416	210			1023.11122	210	36.5	210	59.09	210	70.8	210	337.43	210	8.71	210		999	7.606	300		999	8.345	210	8.855	330	13.8	12.7		-0.936884	-0.889664		
2/22/2023 5:00:00 PM	0.321	210	8.277	210	29.745	210	82.5	8.01	210	0.47	210	0.51	210	7.82	210	0.419	210			1023.11225	210	36.5	210	59.35	210	73.2	210	327.75	210	9.20	210		999	7.614	300		999	8.353	210	8.862	330	13.8	12.6		-0.936445	-0.889242		
2/22/2023 5:15:00 PM	0.340	210	8.282	210	29.738	210	82.6	8.01	210	0.49	210	0.49	210	7.82	210	0.426	210			1023.10563	210	36.5	210	33.98	210	72.5	210	322.55	210	5.92	210		999	7.618	300		999	8.356	210	8.867	330	13.8	12.6		-0.936210	-0.888988		
2/22/2023 5:30:00 PM	0.360	210	8.295	210	29.757	210	82.2	7.97	210	0.45	210	0.52	210	7.82	210	0.426	210			1023.11940	210	36.5	210	11.66	210	75.5	210	312.47	210	6.73	210		999	7.606	300		999	8.359	210	8.855	330	13.8	12.6		-0.936882	-0.889658		
2/22/2023 5:45:00 PM	0.325	210	8.290	210	29.755	210	82.1	7.96	210	0.48	210	0.50	210	7.82	210	0.421	210			1023.11813	210	36.6	210	2.72	210	76.0	210	336.68	210	6.65	210		999	7.604	300		999	8.359	210	8.854	330	13.8	12.6		-0.936977	-0.889723		
2/22/2023 6:00:00 PM	0.342	210	8.288	210	29.761	210	82.1	7.96	210	0.45	210	0.53	210	7.82	210	0.418	210			1023.12318	210	36.3	210	0.31	330	74.9	210	342.74	210	6.54	210		999	7.608	300		999	8.360	210	8.857	330	13.8	12.5		-0.936784	-0.889510		
2/22/2023 6:15:00 PM	0.324	210	8.293	210	29.762	210	82.1	7.96	210	0.49	210	0.51	210	7.82	210	0.424	210			1023.12319	210	35.9	210	0.17	330	77.3	210	312.09	210	4.99	210		999	7.611	300		999	8.356	210	8.861	330	13.8	12.5		-0.936618	-0.889328		
2/22/2023 6:30:00 PM	0.330	210	8.290	210	29.764	210	82.1	7.96	210	0.44	210	0.51	210	7.82	210	0.428	210			1023.12505	210	35.4	210	0.17	330	74.3	210	27.97	210	1.86	210		999	7.607	300		999	8.359	210	8.854	330	13.8	12.5		-0.936863	-0.889685		
2/22/2023 6:45:00 PM	0.252	210	8.276	210	29.757	210	82.1	7.97	210	0.48	210	0.49	210	7.82	210	0.417	210			1023.12179	210	35.6	210	0.17	330	59.6	210	102.67	210	3.95	210		999	7.605	300		999	8.353	210	8.854	330	13.8	12.5		-0.936946	-0.889685		
2/22/2023 7:00:00 PM	0.390	210	8.276	210	29.762	210	82.1	7.96	210	0.44	210	0.49	210	7.82	210	0.416	210			1023.12577	210	35.7	210	0.17	330	45.2	210	88.50	210	4.15	210		999	7.609	300		999	8.347	210	8.858	330	13.8	12.6		-0.936718	-0.889497		
