**Legend**
* 
* Marine mooring data provided by King County are preliminary and have not received final approval, unless specified.
* Real-time automatic checks are done to determine if values are outside of sensor ranges or if data are missing, and further data review is performed by data managers on a semi-annual basis. 
* Inaccuracies in the data may be present because of instrument malfunctions.
* Subsequent review may result in significant revisions to the data.
* 
* Data users are cautioned to consider carefully the provisional nature of this data before using it for decisions.
* Prior to using data in publications and for appropriate citation, contact the Marine and Sediment Assessment Group (MarineWQ@kingcounty.gov).
* 
* ----PARAMETERS---
* 
* Starting on Feb. 15, 2017, the SBE HydroCAT-EP sonde will be used at this site for water data. Previously, YSI 6600 V2 sondes were used. The sonde type and unique identifier is stored under ‘Sonde_ID’ column. Satlantic SUNA and SeaFET sensors for are used for nitrate and high-precision pH, respectively.
* Meteorological data collection began in March , 2019 using a Vaisala WXT510 station and RM Young wind monitor HD.
* Parameter names denote measurement unit. Parameters ending in V represent raw voltage values or battery volts. 
* For more details, see mooring specifications: https://green2.kingcounty.gov/marine-buoy/
* 
* Note on the SeaFET: There are several pH parameters reported. The SeaFET measures pH in two ways, using an internal and an external reference. For details, please refer to the SeaFET documentation at www.satlantic.com
* For most users, refer to ‘SeaFET_EXT_pH_wSal’. This value uses the external reference and is automatically recalculated using in-situ salinity.  If salinity data are missing, then the default salinity of 30 PSU is used and pH is qualified as interpolated.
* Methods follow Bresnahan et. al, 2014, Best practices for autonomous measurement of seawater pH with the Durafet, Methods in Oceanography: 44-60.
* For the SUNA nitrate data, refer to ‘SUNA_ Nitrite+Nitrate_N_mg/L_final’ when available, as these data are finalized and, when feasible, corrected for drift following the methods in Pellerin et. al 2013, USGS Techniques and Methods 1-D5
* Site coordinate: Lat 47.53716, Long -122.40612 
* ----QUALIFIER CODES----
* Data for each parameter are followed by a 3-digit qualifier column (where the parameter name is preceded by Qual_). The quality and level of quality control (QC) is denoted for each data value.
* 
*  Summary Qualifier – 1st digit - Denotes status and overall quality of data.
* <1 . . > Finalized – Good – passed secondary review by data manager.
* <2 . . > Provisional – Good – passed initial automatic quality control check.  
* <3 . . > Questionable/suspect data. Use data with much caution.
* <4 . . > Poor/bad data. Avoid using this data.
* <9 . . > Missing data.
*
* Primary Qualifier – 2nd digit – Automatic QC flag.
* <. 0 . > Quality unknown for parameter. Avoid using this data without further review.
* <. 1 . > Passed automatic quality control checks.
* <. 2 . > Sensor failed end check validation after recovery.
* <. 3 . > Value is outside of climatological range by site.
* <. 4 . > Value is outside of measurement range for sensor.
* <. 8 . > Interpolated value, or used an interpolated input value in the calculation. For example, if salinity is missing, then a default salinity is used to calculate pH. 
* <. 9 . > Missing data.
*
* Secondary Qualifier – 3rd digit – Manually applied QC flag after data review by data manager.
* <. . 0> No secondary review completed – Default value.
* <. . 1> Good data, no adjustments made.
* <. . 2> Probably good data, no adjustments made (e.g. sensor failed end check, but previous data looks good).
* <. . 3> Questionable/suspect data (e.g. sensor drift).
* <. . 4> Poor/bad data.
* <. . 5> Value corrected/changed manually.
* <. . 8> Interpolated value, or used an interpolated input value in the calculation. 
* <. . 9> Missing data.
***END***
Date	Depth_m	Qual_Depth	Water_Temperature_degC	Qual_Water_Temperature	Salinity_PSU	Qual_Salinity	Dissolved_Oxygen_%Sat	Dissolved_Oxygen_mg/L	Qual_DO	Chlorophyll_Fluorescence_ug/L	Qual_Chlorophyll_Fluorescence	Turbidity_NTU	Qual_Turbidity	Sonde_pH	Qual_Sonde_pH	SUNA_Nitrite+Nitrate_mgN/L_raw	Qual_SUNA_Nitrite+Nitrate_mgN/L_raw	SUNA_Nitrite+Nitrate_mgN/L_final	Qual_SUNA_Nitrite+Nitrate_mgN/L_final	Density_kg/m^3	Qual_Water_Density	Air_Temperature_F	Qual_Air_Temperature	Surf_PAR_umol/s/sqm	Qual_Surf_PAR	Rel_Humidity_%	Qual_Rel_Hum	Wind_Direction_deg	Qual_Wind_Direction	Wind_Speed_m/sec	Qual_Wind_Speed	SeaFET_External_pH_final_recalc	Qual_SeaFET_External_pH_final_recalc	SeaFET_Internal_pH_raw	Qual_SeaFET_Internal_pH_raw	SeaFET_Internal_pH_recalculated	Qual_SeaFET_Internal_pH_recalculated	SeaFET_Temperature_degC	Qual_SeaFET_Temperature	SeaFET_External_pH_recalc_w_salinity	Qual_SeaFET_External_pH_recalc_w_salinity	Sonde_Batt_V	Logger_Batt_V	Sonde_ID	SEAFET_INT_PH_V	SEAFET_EXT_PH_V	SeaFET_ID	
3/14/2023 6:30:00 AM	0.434	210	7.872	210	29.745	210	85.4	8.36	210	0.49	210	0.31	210	7.88	210	0.405	210			1023.16810	210	41.5	210	19.16	210	77.5	210	190.99	210	4.35	210		999	7.637	300		999	7.944	210	8.885	330	13.8	12.7		-0.935246	-0.888365		
3/14/2023 6:45:00 AM	0.444	210	7.876	210	29.744	210	85.3	8.35	210	0.48	210	0.31	210	7.88	210	0.406	210			1023.16853	210	41.5	210	46.60	210	76.7	210	173.34	210	4.24	210		999	7.635	300		999	7.944	210	8.883	330	13.8	12.7		-0.935350	-0.888442		
3/14/2023 7:00:00 AM	0.427	210	7.882	210	29.746	210	85.0	8.32	210	0.45	210	0.31	210	7.88	210	0.408	210			1023.16794	210	41.7	210	92.17	210	76.5	210	181.71	210	4.23	210		999	7.637	300		999	7.946	210	8.885	330	13.8	12.7		-0.935235	-0.888348		
3/14/2023 7:15:00 AM	0.415	210	7.883	210	29.749	210	85.0	8.32	210	0.49	210	0.29	210	7.87	210	0.400	210			1023.16996	210	41.7	210	151.50	210	76.4	210	140.82	210	3.53	210		999	7.633	300		999	7.944	210	8.882	330	13.8	12.9		-0.935490	-0.888550		
3/14/2023 7:30:00 AM	0.414	210	7.882	210	29.749	210	85.1	8.33	210	0.43	210	0.30	210	7.88	210	0.412	210			1023.17020	210	41.7	210	208.59	210	75.7	210	163.35	210	3.75	210		999	7.632	300		999	7.956	210	8.880	330	13.8	12.9		-0.935516	-0.888603		
3/14/2023 7:45:00 AM	0.416	210	7.888	210	29.750	210	85.1	8.33	210	0.46	210	0.31	210	7.88	210	0.397	210			1023.16978	210	41.7	210	254.47	210	73.7	210	163.75	210	4.14	210		999	7.634	300		999	7.959	210	8.882	330	13.8	13.0		-0.935409	-0.888492		
3/14/2023 8:00:00 AM	0.430	210	7.882	210	29.749	210	85.3	8.34	210	0.43	210	0.30	210	7.88	210	0.404	210			1023.17032	210	41.7	210	273.66	210	73.7	210	166.84	210	4.77	210		999	7.636	300		999	7.953	210	8.884	330	13.8	13.1		-0.935313	-0.888399		
3/14/2023 8:15:00 AM	0.411	210	7.888	210	29.751	210	85.3	8.34	210	0.46	210	0.30	210	7.88	210	0.407	210			1023.17070	210	41.9	210	265.33	210	73.4	210	162.47	210	4.06	210		999	7.638	300		999	7.957	210	8.887	330	13.8	13.1		-0.935221	-0.888249		
3/14/2023 8:30:00 AM	0.419	210	7.892	210	29.751	210	85.3	8.34	210	0.42	210	0.29	210	7.88	210	0.410	210			1023.17034	210	42.2	210	428.53	210	71.2	210	156.70	210	4.28	210		999	7.635	300		999	7.961	210	8.883	330	13.8	13.3		-0.935370	-0.888443		
3/14/2023 8:45:00 AM	0.419	210	7.894	210	29.751	210	85.3	8.34	210	0.40	210	0.29	210	7.88	210	0.400	210			1023.17032	210	42.6	210	693.55	210	68.6	210	158.34	210	3.21	210		999	7.635	300		999	7.962	210	8.883	330	13.8	13.5		-0.935371	-0.888451		
3/14/2023 9:00:00 AM	0.409	210	7.914	210	29.752	210	85.3	8.34	210	0.34	210	0.29	210	7.88	210	0.399	210			1023.16838	210	43.3	210	696.58	210	65.4	210	153.01	210	2.15	210		999	7.630	300		999	7.976	210	8.878	330	13.8	14.6		-0.935653	-0.888698		
3/14/2023 9:15:00 AM	0.412	210	7.930	210	29.752	210	85.5	8.35	210	0.31	210	0.30	210	7.88	210	0.410	210			1023.16626	210	43.3	210	838.59	210	65.4	210	174.09	210	2.79	210		999	7.627	300		999	7.988	210	8.875	330	13.8	14.5		-0.935800	-0.888865		
3/14/2023 9:30:00 AM	0.409	210	7.945	210	29.752	210	85.5	8.35	210	0.26	210	0.29	210	7.88	210	0.404	210			1023.16363	210	43.3	210	846.28	210	65.6	210	198.70	210	3.19	210		999	7.633	300		999	8.001	210	8.881	330	13.8	14.5		-0.935466	-0.888553		
3/14/2023 9:45:00 AM	0.401	210	7.969	210	29.753	210	85.8	8.38	210	0.28	210	0.27	210	7.88	210	0.402	210			1023.16121	210	43.5	210	908.99	210	65.8	210	182.08	210	2.59	210		999	7.632	300		999	8.024	210	8.880	330	13.8	14.5		-0.935530	-0.888563		
3/14/2023 10:00:00 AM	0.425	210	7.994	210	29.753	210	86.0	8.39	210	0.22	210	0.27	210	7.88	210	0.406	210			1023.15775	210	43.5	210	1021.92	210	63.9	210	185.22	210	2.78	210		999	7.626	300		999	8.041	210	8.874	330	13.8	14.6		-0.935849	-0.888870		
3/14/2023 10:15:00 AM	0.401	210	8.023	210	29.753	210	86.1	8.39	210	0.24	210	0.27	210	7.88	210	0.406	210			1023.15372	210	43.8	210	1048.35	210	65.0	210	190.77	210	2.19	210		999	7.626	300		999	8.073	210	8.874	330	13.8	14.5		-0.935828	-0.888842		
3/14/2023 10:30:00 AM	0.416	210	8.060	210	29.753	210	86.2	8.40	210	0.19	210	0.27	210	7.88	210	0.415	210			1023.14877	210	44.0	210	1066.94	210	62.5	210	183.30	210	2.52	210		999	7.629	300		999	8.095	210	8.877	330	13.8	14.5		-0.935652	-0.888664		
3/14/2023 10:45:00 AM	0.407	210	8.061	210	29.753	210	86.2	8.40	210	0.24	210	0.26	210	7.88	210	0.402	210			1023.14869	210	44.2	210	1285.76	210	59.9	210	176.48	210	1.92	210		999	7.628	300		999	8.112	210	8.875	330	13.8	14.5		-0.935744	-0.888766		
3/14/2023 11:00:00 AM	0.399	210	8.110	210	29.761	210	86.4	8.41	210	0.20	210	0.25	210	7.88	210	0.401	210			1023.14834	210	44.4	210	1304.72	210	60.6	210	174.59	210	1.93	210		999	7.623	300		999	8.107	210	8.871	330	13.8	14.4		-0.936000	-0.889013		
3/14/2023 11:15:00 AM	0.390	210	8.163	210	29.762	210	86.6	8.42	210	0.23	210	0.26	210	7.88	210	0.398	210			1023.14179	210	44.9	210	1093.79	210	57.4	210	189.13	210	2.25	210		999	7.625	300		999	8.177	210	8.872	330	13.8	14.4		-0.935895	-0.888862		
3/14/2023 11:30:00 AM	0.402	210	8.256	210	29.770	210	86.7	8.42	210	0.17	210	0.25	210	7.88	210	0.412	210			1023.13462	210	45.5	210	1378.83	210	59.7	210	255.70	210	1.27	210		999	7.626	300		999	8.247	210	8.873	330	13.8	14.4		-0.935805	-0.888733		
3/14/2023 11:45:00 AM	0.396	210	8.321	210	29.786	210	87.0	8.43	210	0.23	210	0.26	210	7.88	210	0.415	210			1023.13773	210	45.5	210	1203.19	210	56.4	210	242.13	210	1.30	210		999	7.623	300		999	8.304	210	8.870	330	13.8	14.0		-0.935940	-0.888870		
3/14/2023 12:00:00 PM	0.407	210	8.475	210	29.764	210	87.2	8.43	210	0.17	210	0.25	210	7.88	210	0.403	210			1023.09916	210	46.5	210	1243.96	210	56.9	210	270.70	210	1.99	210		999	7.624	300		999	8.322	210	8.870	330	13.8	14.1		-0.935913	-0.888869		
3/14/2023 12:15:00 PM	0.389	210	8.525	210	29.765	210	87.5	8.44	210	0.19	210	0.22	210	7.88	210	0.397	210			1023.09230	210	46.2	210	1159.26	210	55.7	210	247.58	210	0.61	210		999	7.627	300		999	8.451	210	8.873	330	13.8	14.0		-0.935703	-0.888565		
3/14/2023 12:30:00 PM	0.387	210	8.468	210	29.759	210	87.3	8.44	210	0.16	210	0.24	210	7.88	210	0.409	210			1023.09582	210	46.7	210	1300.15	210	53.1	210	234.02	210	0.67	210		999	7.613	300		999	8.465	210	8.858	330	13.8	14.0		-0.936453	-0.889362		
3/14/2023 12:45:00 PM	0.394	210	8.767	210	29.734	210	87.7	8.41	210	0.19	210	0.21	210	7.88	210	0.405	210			1023.03290	210	47.1	210	1324.71	210	51.7	210	241.03	210	1.14	210		999	7.629	300		999	8.605	210	8.872	330	13.8	14.0		-0.935537	-0.888415		
3/14/2023 1:00:00 PM	0.391	210	8.303	210	29.727	210	87.7	8.50	210	0.19	210	0.25	210	7.88	210	0.408	210			1023.09450	210	48.0	210	1354.27	210	51.3	210	217.19	210	0.35	210		999	7.635	300		999	8.576	210	8.878	330	13.8	14.0		-0.935221	-0.888154		
3/14/2023 1:15:00 PM	0.384	210	8.626	210	29.764	210	87.9	8.46	210	0.21	210	0.22	210	7.88	210	0.398	210			1023.07671	210	46.4	210	1283.95	210	57.2	210	314.46	210	1.29	210		999	7.640	300		999	8.623	210	8.883	330	13.8	13.9		-0.934947	-0.887846		
3/14/2023 1:30:00 PM	0.377	210	8.996	210	29.754	210	88.7	8.47	210	0.15	210	0.21	210	7.89	210	0.399	210			1023.01483	210	46.4	210	1225.51	210	61.1	210	310.37	210	1.97	210		999	7.630	300		999	8.687	210	8.873	330	13.8	13.9		-0.935454	-0.888310		
3/14/2023 1:45:00 PM	0.374	210	8.905	210	29.854	210	88.8	8.48	210	0.21	210	0.21	210	7.89	210	0.403	210			1023.10648	210	46.4	210	1218.78	210	60.6	210	321.79	210	1.72	210		999	7.627	300		999	8.776	210	8.871	330	13.8	13.9		-0.935643	-0.888457		
3/14/2023 2:00:00 PM	0.367	210	8.908	210	29.758	210	89.1	8.52	210	0.17	210	0.21	210	7.89	210	0.396	210			1023.03145	210	46.9	210	1136.77	210	53.2	210	324.10	210	1.92	210		999	7.632	300		999	8.973	210	8.873	330	13.8	13.9		-0.935305	-0.888048		
3/14/2023 2:15:00 PM	0.364	210	8.553	210	29.729	210	88.8	8.56	210	0.22	210	0.21	210	7.89	210	0.404	210			1023.06030	210	47.6	210	810.18	210	55.5	210	328.25	210	1.85	210		999	7.636	300		999	8.736	210	8.878	330	13.8	14.0		-0.935135	-0.887973		
3/14/2023 2:30:00 PM	0.369	210	8.642	210	29.739	210	89.0	8.56	210	0.21	210	0.23	210	7.89	210	0.393	210			1023.05508	210	47.4	210	683.53	210	54.4	210	326.69	210	1.92	210		999	7.624	300		999	8.762	210	8.866	330	13.8	13.9		-0.935789	-0.888657		
3/14/2023 2:45:00 PM	0.358	210	8.789	210	29.749	210	89.3	8.56	210	0.22	210	0.20	210	7.89	210	0.400	210			1023.04140	210	47.8	210	895.08	210	54.4	210	323.02	210	2.33	210		999	7.597	300		999	8.751	210	8.839	330	13.8	14.0		-0.937303	-0.890169		
3/14/2023 3:00:00 PM	0.349	210	8.705	210	29.742	210	89.3	8.58	210	0.20	210	0.21	210	7.89	210	0.408	210			1023.04831	210	48.3	210	858.57	210	57.4	210	331.66	210	2.08	210		999	7.595	300		999	8.798	210	8.836	330	13.8	13.9		-0.937400	-0.890277		
3/14/2023 3:15:00 PM	0.365	210	8.727	210	29.745	210	89.4	8.58	210	0.24	210	0.20	210	7.89	210	0.395	210			1023.04737	210	48.5	210	740.62	210	53.6	210	339.51	210	2.06	210		999	7.618	300		999	8.802	210	8.859	330	13.8	14.0		-0.936126	-0.888967		
3/14/2023 3:30:00 PM	0.366	210	8.804	210	29.747	210	89.5	8.58	210	0.22	210	0.19	210	7.89	210	0.407	210			1023.03814	210	48.7	210	675.45	210	52.8	210	342.83	210	1.74	210		999	7.621	300		999	8.821	210	8.862	330	13.8	13.9		-0.935946	-0.888800		
3/14/2023 3:45:00 PM	0.350	210	8.818	210	29.771	210	89.1	8.54	210	0.25	210	0.20	210	7.89	210	0.398	210			1023.05433	210	48.7	210	600.71	210	57.8	210	320.56	210	1.94	210		999	7.612	300		999	8.789	210	8.854	330	13.8	13.9		-0.936445	-0.889313		
3/14/2023 4:00:00 PM	0.348	210	8.562	210	29.770	210	88.1	8.49	210	0.24	210	0.21	210	7.88	210	0.396	210			1023.09104	210	48.5	210	532.73	210	53.1	210	341.61	210	1.19	210		999	7.615	300		999	8.736	210	8.856	330	13.8	13.9		-0.936286	-0.889217		
3/14/2023 4:15:00 PM	0.363	210	8.373	210	29.732	210	87.2	8.44	210	0.34	210	0.25	210	7.88	210	0.383	210			1023.08864	210	48.5	210	452.25	210	56.2	210	341.88	210	1.21	210		999	7.626	300		999	8.605	210	8.867	330	13.8	13.9		-0.935743	-0.888727		
3/14/2023 4:30:00 PM	0.374	210	8.162	210	29.714	210	86.4	8.40	210	0.37	210	0.27	210	7.87	210	0.398	210			1023.10385	210	48.7	210	380.29	210	57.7	210	34.33	210	1.28	210		999	7.637	300		999	8.359	210	8.880	330	13.8	13.9		-0.935146	-0.888226		
3/14/2023 4:45:00 PM	0.358	210	8.070	210	29.718	210	85.9	8.37	210	0.45	210	0.27	210	7.87	210	0.383	210			1023.11994	210	48.5	210	301.68	210	57.0	210	338.25	210	1.38	210		999	7.646	300		999	8.259	210	8.890	330	13.8	13.9		-0.934669	-0.887742		
3/14/2023 5:00:00 PM	0.340	210	8.042	210	29.717	210	85.5	8.34	210	0.43	210	0.27	210	7.87	210	0.402	210			1023.12300	210	48.3	210	222.18	210	53.2	210	329.96	210	1.27	210		999	7.638	300		999	8.239	210	8.882	330	13.8	13.9		-0.935136	-0.888234		
3/14/2023 5:15:00 PM	0.373	210	8.006	210	29.719	210	85.6	8.36	210	0.51	210	0.30	210	7.87	210	0.401	210			1023.12953	210	49.1	210	161.34	210	48.2	210	354.27	210	0.43	210		999	7.633	300		999	8.153	210	8.878	330	13.8	13.9		-0.935433	-0.888525		
3/14/2023 5:30:00 PM	0.356	210	8.203	210	29.711	210	86.0	8.36	210	0.46	210	0.26	210	7.88	210	0.410	210			1023.09619	210	48.5	210	104.91	210	49.8	210	65.14	210	0.53	210		999	7.633	300		999	8.109	210	8.879	330	13.8	13.6		-0.935423	-0.888517		
3/14/2023 5:45:00 PM	0.353	210	8.243	210	29.711	210	86.5	8.40	210	0.55	210	0.25	210	7.88	210	0.397	210			1023.09025	210	49.6	210	55.65	210	43.7	210	68.17	210	0.52	210		999	7.629	300		999	8.279	210	8.873	330	13.8	13.5		-0.935644	-0.888679		
3/14/2023 6:00:00 PM	0.355	210	8.351	210	29.716	210	86.9	8.41	210	0.45	210	0.25	210	7.88	210	0.398	210			1023.07885	210	48.9	210	23.01	210	55.9	210	148.79	210	0.00	210		999	7.646	300		999	8.374	210	8.890	330	13.8	13.2		-0.934669	-0.887651		
3/14/2023 6:15:00 PM	0.342	210	8.272	210	29.723	210	86.8	8.42	210	0.57	210	0.26	210	7.88	210	0.397	210			1023.09543	210	47.6	210	5.51	210	62.2	210	109.54	210	0.73	210		999	7.638	300		999	8.318	210	8.883	330	13.8	13.1		-0.935093	-0.888100		
3/14/2023 6:30:00 PM	0.377	210	8.392	210	29.719	210	87.1	8.43	210	0.48	210	0.25	210	7.88	210	0.398	210			1023.07541	210	46.9	210	0.57	330	66.4	210	158.09	210	0.88	210		999	7.635	300		999	8.426	210	8.878	330	13.8	13.0		-0.935282	-0.888240		
3/14/2023 6:45:00 PM	0.353	210	8.350	210	29.740	210	87.1	8.43	210	0.51	210	0.26	210	7.88	210	0.396	210			1023.09803	210	46.0	210	0.18	330	64.7	210	113.29	210	0.44	210		999	7.633	300		999	8.386	210	8.878	330	13.8	12.9		-0.935366	-0.888318		
3/14/2023 7:00:00 PM	0.368	210	8.362	210	29.739	210	87.2	8.44	210	0.46	210	0.26	210	7.88	210	0.403	210			1023.09566	210	46.4	210	0.17	330	65.1	210	166.42	210	1.53	210		999	7.619	300		999	8.427	210	8.864	330	13.8	12.9		-0.936139	-0.889079		
3/14/2023 7:15:00 PM	0.356	210	8.329	210	29.743	210	87.2	8.44	210	0.51	210	0.25	210	7.88	210	0.410	210			1023.10359	210	46.4	210	0.17	330	66.8	210	165.51	210	0.76	210		999	7.622	300		999	8.421	210	8.866	330	13.8	13.0		-0.935997	-0.888939		
3/14/2023 7:30:00 PM	0.356	210	8.382	210	29.753	210	87.3	8.45	210	0.48	210	0.25	210	7.88	210	0.392	210			1023.10381	210	46.0	210	0.17	330	66.1	210	95.66	210	0.33	210		999	7.597	300		999	8.418	210	8.842	330	13.8	12.9		-0.937369	-0.890317		
3/14/2023 7:45:00 PM	0.352	210	8.677	210	29.745	210	91.4	8.78	210	0.45	210	0.22	210	7.93	210	0.389	210			1023.05488	210	46.0	210	0.17	330	65.9	210	260.43	210	1.38	210		999	7.583	300		999	8.646	210	8.826	330	13.8	12.9		-0.938107	-0.890957		
3/14/2023 8:00:00 PM	0.356	210	8.570	210	29.747	210	92.2	8.88	210	0.45	210	0.23	210	7.91	210	0.403	210			1023.07196	210	46.5	210	0.17	330	61.1	210	297.46	210	0.43	210		999	7.630	300		999	8.640	210	8.873	330	13.8	12.9		-0.935462	-0.888365		
3/14/2023 8:15:00 PM	0.364	210	8.416	210	29.738	210	89.5	8.66	210	0.45	210	0.22	210	7.90	210	0.398	210			1023.08707	210	46.4	210	0.17	330	64.6	210	319.04	210	1.77	210		999	7.607	300		999	8.519	210	8.851	330	13.8	12.9		-0.936817	-0.889729		
3/14/2023 8:30:00 PM	0.371	210	8.402	210	29.740	210	88.6	8.57	210	0.41	210	0.24	210	7.89	210	0.398	210			1023.09075	210	46.5	210	0.17	330	66.1	210	296.50	210	1.26	210		999	7.573	300		999	8.500	210	8.817	330	13.8	12.9		-0.938694	-0.891632		
3/14/2023 8:45:00 PM	0.369	210	8.319	210	29.729	210	88.2	8.54	210	0.48	210	0.23	210	7.89	210	0.397	210			1023.09377	210	46.0	210	0.17	330	65.4	210	324.16	210	0.00	210		999	7.569	300		999	8.441	210	8.813	330	13.8	12.9		-0.938941	-0.891866		
3/14/2023 9:00:00 PM	0.365	210	8.285	210	29.727	210	87.8	8.52	210	0.46	210	0.23	210	7.89	210	0.395	210			1023.09693	210	45.8	210	0.17	330	64.6	210	232.64	210	0.98	210		999	7.563	300		999	8.385	210	8.808	330	13.8	12.8		-0.939263	-0.892211		
3/14/2023 9:15:00 PM	0.395	210	8.317	210	29.732	210	87.8	8.51	210	0.47	210	0.23	210	7.89	210	0.394	210			1023.09590	210	46.0	210	0.17	330	66.0	210	203.24	210	0.82	210		999	7.547	300		999	8.383	210	8.792	330	13.8	12.8		-0.940181	-0.893139		
3/14/2023 9:30:00 PM	0.374	210	8.320	210	29.734	210	87.9	8.52	210	0.42	210	0.23	210	7.89	210	0.393	210			1023.09736	210	45.6	210	0.17	330	62.9	210	204.08	210	2.79	210		999	7.546	300		999	8.406	210	8.791	330	13.8	12.8		-0.940213	-0.893164		
3/14/2023 9:45:00 PM	0.380	210	8.362	210	29.735	210	88.2	8.54	210	0.55	210	0.24	210	7.89	210	0.405	210			1023.09216	210	45.8	210	0.17	330	64.4	210	195.00	210	3.31	210		999	7.565	300		999	8.427	210	8.809	330	13.8	12.9		-0.939190	-0.892107		
3/14/2023 10:00:00 PM	0.381	210	8.319	210	29.732	210	88.3	8.56	210	0.46	210	0.25	210	7.89	210	0.407	210			1023.09606	210	45.6	210	0.17	330	61.2	210	205.76	210	3.37	210		999	7.582	300		999	8.416	210	8.827	330	13.8	12.8		-0.938239	-0.891134		
3/14/2023 10:15:00 PM	0.386	210	8.230	210	29.725	210	88.0	8.55	210	0.53	210	0.25	210	7.89	210	0.397	210			1023.10329	210	45.3	210	0.17	330	61.5	210	190.99	210	2.10	210		999	7.585	300		999	8.362	210	8.831	330	13.8	12.8		-0.938068	-0.890962		
3/14/2023 10:30:00 PM	0.391	210	8.187	210	29.726	210	88.0	8.55	210	0.50	210	0.25	210	7.89	210	0.396	210			1023.10952	210	45.3	210	0.17	330	63.7	210	199.40	210	3.12	210		999	7.590	300		999	8.300	210	8.837	330	13.8	12.8		-0.937784	-0.890680		
3/14/2023 10:45:00 PM	0.376	210	8.256	210	29.732	210	89.5	8.69	210	0.55	210	0.25	210	7.91	210	0.393	210			1023.10485	210	45.3	210	0.17	330	64.1	210	189.08	210	4.35	210		999	7.592	300		999	8.313	210	8.838	330	13.8	12.9		-0.937696	-0.890609		
3/14/2023 11:00:00 PM	0.399	210	8.163	210	29.725	210	89.0	8.66	210	0.51	210	0.27	210	7.90	210	0.397	210			1023.11228	210	44.7	210	0.17	330	64.6	210	199.03	210	4.02	210		999	7.608	300		999	8.286	210	8.854	330	13.8	12.9		-0.936821	-0.889742		
3/14/2023 11:15:00 PM	0.389	210	8.096	210	29.729	210	88.0	8.57	210	0.60	210	0.26	210	7.90	210	0.390	210			1023.12506	210	44.7	210	0.17	330	65.4	210	200.66	210	3.58	210		999	7.625	300		999	8.221	210	8.873	330	13.8	12.8		-0.935838	-0.888766		
3/14/2023 11:30:00 PM	0.387	210	8.080	210	29.729	210	87.6	8.54	210	0.53	210	0.27	210	7.89	210	0.392	210			1023.12743	210	44.7	210	0.17	330	66.9	210	202.40	210	4.06	210		999	7.631	300		999	8.194	210	8.878	330	13.8	12.8		-0.935509	-0.888480		
3/14/2023 11:45:00 PM	0.400	210	8.070	210	29.729	210	87.5	8.52	210	0.58	210	0.27	210	7.89	210	0.388	210			1023.12826	210	44.2	210	0.17	330	67.5	210	175.14	210	4.66	210		999	7.630	300		999	8.168	210	8.878	330	13.8	12.9		-0.935572	-0.888541		
3/15/2023 12:00:00 AM	0.395	210	8.089	210	29.726	210	87.6	8.53	210	0.53	210	0.28	210	7.89	210	0.389	210			1023.12393	210	44.0	210	0.17	330	69.9	210	175.38	210	3.14	210		999	7.622	300		999	8.174	210	8.869	330	13.8	12.9		-0.936056	-0.889022		
3/15/2023 12:15:00 AM	0.397	210	8.054	210	29.727	210	87.4	8.52	210	0.56	210	0.27	210	7.89	210	0.388	210			1023.12940	210	43.8	210	0.17	330	69.0	210	187.45	210	2.49	210		999	7.618	300		999	8.146	210	8.866	330	13.8	12.8		-0.936262	-0.889214		
3/15/2023 12:30:00 AM	0.402	210	8.052	210	29.730	210	87.2	8.50	210	0.54	210	0.27	210	7.89	210	0.396	210			1023.13212	210	44.2	210	0.17	330	69.1	210	188.37	210	3.79	210		999	7.608	300		999	8.139	210	8.857	330	13.8	12.8		-0.936817	-0.889743		
3/15/2023 12:45:00 AM	0.433	210	8.049	210	29.733	210	87.0	8.48	210	0.56	210	0.28	210	7.89	210	0.396	210			1023.13500	210	43.8	210	0.17	330	70.2	210	189.15	210	3.25	210		999	7.608	300		999	8.130	210	8.856	330	13.8	12.8		-0.936850	-0.889800		
3/15/2023 1:00:00 AM	0.427	210	8.081	210	29.742	210	86.8	8.45	210	0.51	210	0.27	210	7.88	210	0.405	210			1023.13760	210	44.0	210	0.17	330	72.0	210	181.56	210	4.51	210		999	7.613	300		999	8.147	210	8.862	330	13.8	12.8		-0.936527	-0.889452		
3/15/2023 1:15:00 AM	0.428	210	8.077	210	29.748	210	86.9	8.46	210	0.53	210	0.26	210	7.89	210	0.401	210			1023.14252	210	44.2	210	0.17	330	72.3	210	174.72	210	4.79	210		999	7.615	300		999	8.153	210	8.863	330	13.8	12.9		-0.936446	-0.889375		
3/15/2023 1:30:00 AM	0.434	210	7.969	210	29.765	210	86.2	8.42	210	0.45	210	0.29	210	7.88	210	0.393	210			1023.17096	210	44.4	210	0.17	330	74.9	210	169.68	210	4.56	210		999	7.621	300		999	8.076	210	8.870	330	13.8	12.8		-0.936132	-0.889077		
3/15/2023 1:45:00 AM	0.458	210	7.968	210	29.764	210	85.8	8.38	210	0.50	210	0.29	210	7.88	210	0.406	210			1023.17123	210	44.2	210	0.17	330	74.5	210	174.34	210	6.39	210		999	7.631	300		999	8.056	210	8.880	330	13.8	12.8		-0.935573	-0.888560		
